id,author_id,conversation_id,text,created_at,edit_history_tweet_ids,in_reply_to_user_id,author_name,label,score
448137449114304512,135435635,448110947937165312,"@MAS Sending my deepest condolences, thoughts &amp; prayers to the victims &amp; their families involved. This is really devastating. :-( -_-",2014-03-24T16:41:08.000Z,['448137449114304512'],19106719,djsammyt0917,NEG,0.9809000492095947
448136499494526977,171553344,448110947937165312,@MAS our deepest condolences from aching hearts from the Philippines. We are sincerely saddened by your loss. God bless your team.,2014-03-24T16:37:22.000Z,['448136499494526977'],19106719,AngeliPV,NEU,0.6621600985527039
448134310650867712,2408321814,448110947937165312,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/8rUBzhE8db”",2014-03-24T16:28:40.000Z,['448134310650867712'],19106719,lilszz,NEU,0.716444730758667
448132526368772097,1348029342,448110947937165312,@MAS prayers!,2014-03-24T16:21:34.000Z,['448132526368772097'],19106719,Bernhardtbeach,POS,0.5766235589981079
448131133968900096,251425763,448110947937165312,@MAS fuck Malaysia,2014-03-24T16:16:02.000Z,['448131133968900096'],19106719,Lonnie_Bird,NEG,0.9808911085128784
448129572358205440,404629720,448110947937165312,@MAS you were doing fairly well on crisis communications until this. A text to tell them their family member is dead? #epicfail,2014-03-24T16:09:50.000Z,['448129572358205440'],19106719,PenLK,NEG,0.9721936583518982
448129461150425088,295530843,448110947937165312,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/aonJUt8iXJ”",2014-03-24T16:09:24.000Z,['448129461150425088'],19106719,kemanggisan_,NEU,0.7128537893295288
448128403439648768,96195070,448110947937165312,@MAS,2014-03-24T16:05:11.000Z,['448128403439648768'],19106719,anichemartin,NEU,0.9518000483512878
448128120164347905,60064730,448110947937165312,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/qanJ4wT02Y”",2014-03-24T16:04:04.000Z,['448128120164347905'],19106719,keithlens,NEU,0.7190222144126892
448127640852246528,2372198839,448110947937165312,"@MAS 
malaysia-pm-tells-families-of-missing-jet-passenger-plane-is-lost-3-24-14
http://t.co/iOlINqokLq",2014-03-24T16:02:10.000Z,['448127640852246528'],19106719,obama74115205,NEG,0.8782665133476257
448127617128865794,365964426,448110947937165312,@MAS u done a good job..be strong!,2014-03-24T16:02:04.000Z,['448127617128865794'],19106719,Niza_Harniza,POS,0.9900047183036804
448127230539866112,162919006,448110947937165312,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/ilqmgPbmPD”",2014-03-24T16:00:32.000Z,['448127230539866112'],19106719,dwdd_1134kHz,NEU,0.7265279293060303
448127160306245632,2399090041,448110947937165312,@MAS,2014-03-24T16:00:15.000Z,['448127160306245632'],19106719,int06656811,NEU,0.9518000483512878
448127078370529280,2390203566,448110947937165312,"Rip :( “@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/onFEamuQAQ”",2014-03-24T15:59:55.000Z,['448127078370529280'],19106719,BernicePaulJR,NEG,0.6751229166984558
448126406606594048,22305722,448110947937165312,"""@MAS We humbly offer our sincere thoughts, prayers and condolences to everyone affected by #MH370 tragedy - http://t.co/wHdMsmG1CR",2014-03-24T15:57:15.000Z,['448126406606594048'],19106719,Niall_Ward,NEU,0.7296026349067688
448124459472683008,1469328974,448110947937165312,"@MAS Does your company have an ounce of intelligence, seriously. http://t.co/RWYvreTcFM",2014-03-24T15:49:31.000Z,['448124459472683008'],19106719,Fewnblyg,NEG,0.568438708782196
448123415593885697,138984877,448110947937165312,@MAS but the evidence that the plane crasheddd?..i hpee u can answer me....,2014-03-24T15:45:22.000Z,['448123415593885697'],19106719,farahkhan95,NEU,0.9538114666938782
448122626158776321,2409179082,448110947937165312,@MAS RIP to all ppl in MH370,2014-03-24T15:42:14.000Z,['448122626158776321'],19106719,Jukung888,NEU,0.9032012224197388
448121781149122561,21527733,448110947937165312,@MAS Me too but I still smell a rat. What was it doing that far off course? What do we actually KNOW about the debris?,2014-03-24T15:38:52.000Z,['448121781149122561'],19106719,thewr0ngchild,NEG,0.9163844585418701
448121254361706496,1103224687,448110947937165312,@MAS We need a reasonable exlains,2014-03-24T15:36:47.000Z,['448121254361706496'],19106719,UNDFTDLava,NEU,0.9664691090583801
448121160077557760,805962906,448110947937165312,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/ZQDxbIZieH”",2014-03-24T15:36:24.000Z,['448121160077557760'],19106719,nikkidelc,NEU,0.7050527334213257
448120865071173632,535126567,448110947937165312,@MAS there is still no physical proof. You've called it too early mas.,2014-03-24T15:35:14.000Z,['448120865071173632'],19106719,JoadieH,NEG,0.831777036190033
448118987713282049,221752595,448110947937165312,@MAS deepest condolences to affected families n crews of #MH370 .,2014-03-24T15:27:46.000Z,['448118987713282049'],19106719,vinaysalini,NEU,0.6313745975494385
448118436967632896,240265143,448110947937165312,@MAS please have MH370 memorial corner,2014-03-24T15:25:35.000Z,['448118436967632896'],19106719,normaejmle,NEU,0.9685035347938538
448118352330776577,1456275666,448110947937165312,@MAS takziah buat keluarga semua krew dan penumpang #MH370 . Alfatihah. Berita yg sungguh sedih buat kami 😥,2014-03-24T15:25:15.000Z,['448118352330776577'],19106719,jue_exora,NEU,0.8656272888183594
448116805513383936,1614607454,448110947937165312,@MAS 呵呵 去你大爷的,2014-03-24T15:19:06.000Z,['448116805513383936'],19106719,HitoHu,NEU,0.9490235447883606
448116536914370560,39694657,448110947937165312,"RT @MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/sYcZmvKFmh”",2014-03-24T15:18:02.000Z,['448116536914370560'],19106719,emilya1128,NEU,0.7056531310081482
448116245334736896,1044862952,448110947937165312,@MAS i dont know what to say..so sad..takziah,2014-03-24T15:16:53.000Z,['448116245334736896'],19106719,terry80lee,NEG,0.9798857569694519
448115768073658368,1026624079,448110947937165312,@MAS may their soul rest in peace bt the blame is not to put on cpt #zaharie....possibly a hijack http://t.co/up3lo91Wnn,2014-03-24T15:14:59.000Z,['448115768073658368'],19106719,Chisopapodolski,NEU,0.8483493328094482
448115641736642560,1494570259,448110947937165312,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/9h5SEtXFjK”",2014-03-24T15:14:29.000Z,['448115641736642560'],19106719,soraya_aydin,NEU,0.7078609466552734
448115634216632320,256182482,448110947937165312,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/4lAI5DQi0S” 💔",2014-03-24T15:14:27.000Z,['448115634216632320'],19106719,MinionGooner,NEU,0.7061383724212646
448115151376769026,443543618,448110947937165312,@MAS this is so unfortunate.  My heart goes out for all those on board and their loved ones,2014-03-24T15:12:32.000Z,['448115151376769026'],19106719,_ManuMalhotra,NEG,0.9773989915847778
448114887429214208,50530789,448110947937165312,@MAS can Umake stat on #MH370 #Maldives sight 6:15am SE towd #diegogarcia 1:10 flt time arri 7:25am cell con 7:40am 8:11 last ping on tarmac,2014-03-24T15:11:29.000Z,['448114887429214208'],19106719,NedaAgain,NEU,0.9825897216796875
448114659124457473,190994678,448110947937165312,@MAS http://t.co/x0fBuARxzL,2014-03-24T15:10:34.000Z,['448114659124457473'],19106719,2sayornot2say,NEU,0.956987202167511
448114492249886720,2320208791,448110947937165312,"@MAS its a bad time for mas, must prepared in all circumstances, we malaysian must support our leaders for thier great effort",2014-03-24T15:09:55.000Z,['448114492249886720'],19106719,many3773,NEU,0.6296324729919434
448114434632732673,252485401,448110947937165312,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/O7B5yXWI7H”",2014-03-24T15:09:41.000Z,['448114434632732673'],19106719,MichaelOng86,NEU,0.7085528373718262
448114227643822080,361642910,448110947937165312,@MAS  RIP MH370,2014-03-24T15:08:52.000Z,['448114227643822080'],19106719,kangcs9339,NEU,0.95677649974823
448114178675314688,2398115844,448110947937165312,@MAS RIP (return if possible) MH370...,2014-03-24T15:08:40.000Z,['448114178675314688'],19106719,NoraLantukan,NEU,0.9480180740356445
448114168382898177,590142631,448110947937165312,@MAS @VeroPuntoCom can i have a free ticket for them?,2014-03-24T15:08:37.000Z,['448114168382898177'],19106719,ElBiskuit,POS,0.6963512897491455
448113804392415232,73670513,448110947937165312,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/QwSPEkbwe7”",2014-03-24T15:07:11.000Z,['448113804392415232'],19106719,PabloReinah,NEU,0.7137616872787476
448113101989105664,80521629,448110947937165312,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/Mx6Dz99uqw”",2014-03-24T15:04:23.000Z,['448113101989105664'],19106719,VinoGBastian__,NEU,0.7217443585395813
448112552526876672,109485339,448110947937165312,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/n7cbotvfCw”",2014-03-24T15:02:12.000Z,['448112552526876672'],19106719,John23VC,NEU,0.6954098343849182
448112528170573825,2177672006,448110947937165312,"@MAS Berdoa agar jumpa kapten,pem kapten,anak kapal dan penumpang dengan selamat tetapi hari ini menerima berita sedih.",2014-03-24T15:02:06.000Z,['448112528170573825'],19106719,ZairinIsmail,NEU,0.9714733362197876
448112380501696512,537416705,448110947937165312,@MAS ..i dont hv data dtls but it is still incloncusive..inmarsat detcted but is thre 100% proof?..debris found doesnt reflect d actual loc,2014-03-24T15:01:31.000Z,['448112380501696512'],19106719,manness1,NEG,0.6470356583595276
448112152864239616,119647297,448110947937165312,@MAS i am crying so hard you'll never know oh my god this is so heartbreaking 😭😭😭😭😭,2014-03-24T15:00:37.000Z,['448112152864239616'],19106719,k1m1eee,NEG,0.9834197759628296
448111894981652480,378418378,448110947937165312,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/OOXWGuHUw9”",2014-03-24T14:59:35.000Z,['448111894981652480'],19106719,Khaledmhd,NEU,0.7112892866134644
448111870898343936,513013129,448110947937165312,"@MAS Do MAS have any remedy or ""pampasan"" that MAS will give to the family members of those on board on MH370?",2014-03-24T14:59:30.000Z,['448111870898343936'],19106719,ChiaWeiSiong,NEU,0.9756598472595215
448111854875709440,1394844276,448110947937165312,@MAS yu,2014-03-24T14:59:26.000Z,['448111854875709440'],19106719,yuaysh,NEU,0.9677417278289795
448111769999773698,2412063743,448110947937165312,@MAS Takziah,2014-03-24T14:59:06.000Z,['448111769999773698'],19106719,SammyYusof,NEU,0.9721784591674805
448111718963875840,50530789,448110947937165312,@MAS Distraught #MH370 families told by text message to assume‘beyond doubt no one survived’ http://t.co/BNVf43wGEu  http://t.co/ieNw0K45Fu,2014-03-24T14:58:53.000Z,['448111718963875840'],19106719,NedaAgain,NEG,0.6435292363166809
448111710256525312,16929003,448110947937165312,"RT @MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/Ufu74RzAPQ",2014-03-24T14:58:51.000Z,['448111710256525312'],19106719,Matymen,NEU,0.7332934737205505
448111531863977984,2200480554,448110947937165312,@MAS condolence to all families member that affected,2014-03-24T14:58:09.000Z,['448111531863977984'],19106719,michaelkk59,POS,0.5027629137039185
448111427547451392,16334480,448110947937165312,"RT @MAS: We humbly offer our sincere thoughts, prayers and condolences to everyone affected by #MH370 tragedy http://t.co/mOVm3fsoh0",2014-03-24T14:57:44.000Z,['448111427547451392'],19106719,MickiMaynard,NEU,0.7421119809150696
448111330759700480,2331127243,448110947937165312,@MAS alfatihah for muslim passanger. ..,2014-03-24T14:57:21.000Z,['448111330759700480'],19106719,4545Olol,NEU,0.9310693740844727
448111159099400192,1822814209,448110947937165312,@MAS Salam Takziah,2014-03-24T14:56:40.000Z,['448111159099400192'],19106719,LynasLina,NEU,0.9772982001304626
448111114547900416,1855328768,448110947937165312,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/8rGnbRDHb1” @nbc6",2014-03-24T14:56:29.000Z,['448111114547900416'],19106719,jamieNBC6,NEU,0.7163330316543579
448111087368421376,1822814209,448110947937165312,@MAS al fatihah,2014-03-24T14:56:23.000Z,['448111087368421376'],19106719,LynasLina,NEU,0.9746994972229004
448111050882174976,830877866,448110947937165312,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/5e2OwE7lQf”",2014-03-24T14:56:14.000Z,['448111050882174976'],19106719,emmanuelbadong,NEU,0.7229416966438293
448111009086337024,87868847,448110947937165312,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/MRWEHzs37U”",2014-03-24T14:56:04.000Z,['448111009086337024'],19106719,X556,NEU,0.7221328616142273
