edit_history_tweet_ids,in_reply_to_user_id,author_id,text,id,created_at,conversation_id,author_name,label,score
['444633986879746048'],19106719,225246772,@MAS y'all need Olivia Pope @kerrywashington @ScandalABC on this #MalaysiaAirlines #missingplane #Scandal,444633986879746048,2014-03-15T00:39:38.000Z,444331844574539776,shuluver,NEU,0.7069516777992249
['444576660826775552'],19106719,1516396423,@MAS Can someone explain why they have not searched the homes of the two pilots yet??,444576660826775552,2014-03-14T20:51:50.000Z,444331844574539776,Night_Owl_Nest,NEG,0.5059892535209656
['444534828747472896'],19106719,372081448,The way @MAS have handled #Flight370 nothing short of #catastrophic. Show a modicum of respect to the families. Terrorism still possibility,444534828747472896,2014-03-14T18:05:36.000Z,444331844574539776,OneNigelWilson,NEG,0.9531680345535278
['444480197903937536'],19106719,33187774,"We keep on praying. Stay strong! “@MAS: We're fully aware of the on-going speculations, however we have no new leads on the situation...”",444480197903937536,2014-03-14T14:28:31.000Z,444331844574539776,dearscarjames,POS,0.6638538837432861
['444470010044747776'],19106719,39593648,@MAS #missing Plane secretly highjacked to #Iran - a hunch that may pan out?  #Iranian News blackout accounts for coverup?,444470010044747776,2014-03-14T13:48:02.000Z,444331844574539776,colombonovo,NEG,0.5753485560417175
['444465667841224704'],19106719,15436488,"@MAS @jonostrower still cannot fathom how you can lose a #777 in today's world. I can track my #iPhone within 10ft, it's a #Boeing #Aircraft",444465667841224704,2014-03-14T13:30:47.000Z,444331844574539776,chrisrotella,NEG,0.885437548160553
['444457897158668288'],19106719,25170851,@MAS at The #Pavillion #KualaLumpur http://t.co/4f3qACylB4,444457897158668288,2014-03-14T12:59:54.000Z,444331844574539776,daalley,NEU,0.9765163064002991
['444457693273522177'],19106719,25170851,@MAS you need to see this http://t.co/CJhqy19c68,444457693273522177,2014-03-14T12:59:06.000Z,444331844574539776,daalley,NEU,0.7899035215377808
['444435213259522048'],19106719,66267746,@MAS Tell me something that people don't know already,444435213259522048,2014-03-14T11:29:46.000Z,444331844574539776,antoine_tyc,NEU,0.9263814091682434
['444428123665629184'],19106719,580938218,"@MAS sir,plz,in free time read also my tweets for air disasters.may be it will help in finding SOLUTIONS TO AIR DISASTERS",444428123665629184,2014-03-14T11:01:36.000Z,444331844574539776,timewarp3369,NEU,0.699165940284729
['444413951564972032'],19106719,148147963,"“@MAS:We're fully aware of the on-going speculations, however we have no new leads on the situation - http://t.co/3uvHXvuh6B” @CNN @AJELive",444413951564972032,2014-03-14T10:05:17.000Z,444331844574539776,wezventura,NEU,0.9716376066207886
['444403416853266432'],19106719,463891696,Eventually @MAS we'll tweet that they cannot confirm whether Flight 370's location is known or unknown. #MH370,444403416853266432,2014-03-14T09:23:25.000Z,444331844574539776,MiepvonSydow,NEU,0.8482280969619751
['444402194729549824'],19106719,1394844276,@MAS,444402194729549824,2014-03-14T09:18:34.000Z,444331844574539776,yuaysh,NEU,0.9518000483512878
['444384137911480320'],19106719,43964874,"“@MAS: [#MASalert] We're fully aware of the on-going speculations, however we have no new leads on the situation - http://t.co/GH0P7lrhjI”??",444384137911480320,2014-03-14T08:06:49.000Z,444331844574539776,poliquest,NEU,0.9722476601600647
['444374242453237760'],19106719,71199554,@MAS try to search around THO CHU Island Vietnam,444374242453237760,2014-03-14T07:27:30.000Z,444331844574539776,abangyuda,NEU,0.9688270092010498
['444364759723700224'],19106719,400086647,@MAS how is it possible with the current technology to lose a plane ?,444364759723700224,2014-03-14T06:49:49.000Z,444331844574539776,RemyAuclaire,NEG,0.9335646629333496
['444348936447213568'],19106719,90058630,@MAS send my kisses and hugs to all your Crews...keep smiling on board.,444348936447213568,2014-03-14T05:46:56.000Z,444331844574539776,abuyonce,POS,0.9887808561325073
['444343024835784705'],19106719,94752932,@MAS appreciate the care. We pray for MH370's return.,444343024835784705,2014-03-14T05:23:27.000Z,444331844574539776,sai_dp,POS,0.9676017761230469
['444339016733687809'],19106719,537416705,@MAS ..u guys may hv missed something out..perhaps check out record frm capt zaharie simulator at home..cld left some clues,444339016733687809,2014-03-14T05:07:31.000Z,444331844574539776,manness1,NEU,0.6543469429016113
['444334053299200000'],19106719,325508125,@MAS at least. Do know that I am with you in this.,444334053299200000,2014-03-14T04:47:48.000Z,444331844574539776,aliimranmn,POS,0.9755388498306274
['444333822495059968'],19106719,20583139,"“@MAS: [#MASalert] We're fully aware of the on-going speculations, however we have no new leads on the situation - http://t.co/ThXpmJOFdQ”",444333822495059968,2014-03-14T04:46:53.000Z,444331844574539776,sumishanaidu,NEU,0.9707109332084656
['444333665049264129'],19106719,2265354584,@MAS Doakanlah MH 370 SUPAYA MEREKA SELAMAT...,444333665049264129,2014-03-14T04:46:15.000Z,444331844574539776,wrdafrsya,NEU,0.9521862864494324
['444333566176919552'],19106719,44683612,@MAS semoga di permudahkan #mh370,444333566176919552,2014-03-14T04:45:52.000Z,444331844574539776,solehnet,NEU,0.975239098072052
['444333202702737408'],19106719,864233112,LATEST MEDIA RELEASE from @MAS regarding #MH370 ..http://t.co/xksOQl2pHT,444333202702737408,2014-03-14T04:44:25.000Z,444331844574539776,tomkorocz,NEU,0.9769579172134399
['444333028652093440'],19106719,1409085349,"@MAS @jonostrower we don't know what you see, but I think we see it too.... #MH370",444333028652093440,2014-03-14T04:43:44.000Z,444331844574539776,sylvainfaust,NEU,0.9370721578598022
['444332847734595584'],19106719,29023749,@MAS fuck,444332847734595584,2014-03-14T04:43:00.000Z,444331844574539776,jackwongdbi,NEG,0.9780794382095337
['444332593891131392'],19106719,270299284,@MAS Don't give up,444332593891131392,2014-03-14T04:42:00.000Z,444331844574539776,xitane,NEU,0.6202428936958313
['444332442271219712'],19106719,34617854,@MAS I appreciate the care you are giving to the families.  Hoping you find them answers soon,444332442271219712,2014-03-14T04:41:24.000Z,444331844574539776,fierymom3,POS,0.9836476445198059
