id,author_id,conversation_id,text,created_at,edit_history_tweet_ids,in_reply_to_user_id,author_name,label,score
442708463253483520,146617038,442660412232716288,@MAS are you sure?,2014-03-09T17:08:17.000Z,['442708463253483520'],19106719,anavz02,NEU,0.9714924693107605
442701900937695232,223171129,442660412232716288,@MAS IRGENT FROM ITALY FCO AWARE NAP MIA AIRPORT DESTINATIONS @AsianaAirlines @staffasiana @NTSB LIN MXP AIRPORTS MH370 offices adress aware,2014-03-09T16:42:12.000Z,['442701900937695232'],19106719,nelsonlariccia,NEU,0.9831629991531372
442697523082186752,224110793,442660412232716288,@MAS give this a check https://t.co/MVrojau0SA,2014-03-09T16:24:49.000Z,['442697523082186752'],19106719,vnisss,NEU,0.9655824899673462
442692359571009537,1334601709,442660412232716288,@MAS V R Really Worried About It !,2014-03-09T16:04:18.000Z,['442692359571009537'],19106719,Drsheikhamina,NEG,0.7525016665458679
442685816280604672,2300797873,442660412232716288,@MAS From Perth Australia my tears flow,2014-03-09T15:38:17.000Z,['442685816280604672'],19106719,ljevans0505,NEU,0.6734066605567932
442681389641519104,2243136037,442660412232716288,@MAS hope mh370 passengers.n crew are brought home safely. May god be always with them.,2014-03-09T15:20:42.000Z,['442681389641519104'],19106719,VShahida,POS,0.9331515431404114
442678254231896065,75184478,442660412232716288,@MAS Thank you for all the timely updates. God bless,2014-03-09T15:08:15.000Z,['442678254231896065'],19106719,warriors_mom,POS,0.9902149438858032
442677846050217984,199691493,442660412232716288,"“@MAS: At this point, no further developments regarding MH370 has been confirmed. We are waiting for new updates from DCA on the SAR efforts",2014-03-09T15:06:37.000Z,['442677846050217984'],19106719,ShannonCarr_7,NEU,0.9731523394584656
442676296225533952,2347648124,442660412232716288,@MAS my prayer always be wif u guys and the plane. #PrayForMH370,2014-03-09T15:00:28.000Z,['442676296225533952'],19106719,646sabah,POS,0.7111688852310181
442673880340000768,1746982808,442660412232716288,@MAS i never blame MAS for this incident. But lets focus on searching #MH370. After that then we all can really know what went wrong.,2014-03-09T14:50:52.000Z,['442673880340000768'],19106719,TomodachiGRG,NEG,0.7567310333251953
442673456719470593,516641259,442660412232716288,"@MAS Malaysia has no news, Vietnam has no Real news...!",2014-03-09T14:49:11.000Z,['442673456719470593'],19106719,LeeTeckHua,NEG,0.9597883820533752
442672464875646976,45490729,442660412232716288,RT @MAS: At this point no further developments regarding MH370 has been confirmed.We're waiting for new updates from DCA on the SAR efforts.,2014-03-09T14:45:14.000Z,['442672464875646976'],19106719,syedhalim,NEU,0.9718895554542542
442671346779058176,159837500,442660412232716288,@MAS 加油 😤💪,2014-03-09T14:40:48.000Z,['442671346779058176'],19106719,maaiineee,NEU,0.9475494623184204
442670454814167040,369031571,442660412232716288,@MAS was not a locator device in de aeroplane,2014-03-09T14:37:15.000Z,['442670454814167040'],19106719,Firdousdar143,NEU,0.8962883949279785
442669567874060288,1208003155,442660412232716288,@MAS hope they were fine !,2014-03-09T14:33:44.000Z,['442669567874060288'],19106719,lianzhongwen,POS,0.9116388559341431
442664504195678209,165033015,442660412232716288,"@MAS All the best and much appreciate to all involved, please pray for #MH370.",2014-03-09T14:13:36.000Z,['442664504195678209'],19106719,atiqahsapphire,POS,0.9804225564002991
442664423392432128,1394844276,442660412232716288,@MAS,2014-03-09T14:13:17.000Z,['442664423392432128'],19106719,yuaysh,NEU,0.9518000483512878
442663900799307776,1096237212,442660412232716288,@MAS @tchanya14 #PrayForMalaysianairlines,2014-03-09T14:11:12.000Z,['442663900799307776'],19106719,sai_ogletree,NEU,0.8893442749977112
442662486609645568,1474905325,442660412232716288,"@MAS Thanks for the update, kindly keep us updated with latest development.",2014-03-09T14:05:35.000Z,['442662486609645568'],19106719,ks_tan8,POS,0.7987674474716187
442661587208245248,83096630,442660412232716288,@MAS @monyeenc My God! :(,2014-03-09T14:02:01.000Z,['442661587208245248'],19106719,gauttier,NEG,0.9711273908615112
442661584733618176,814570224,442660412232716288,"“@MAS: At this point, no further developments regarding MH370 has been confirmed...” The wait must be excruciating for the families.",2014-03-09T14:02:00.000Z,['442661584733618176'],19106719,TeePee72,NEU,0.7200906276702881
442661243514388482,70767522,442660412232716288,"#PrayForMH370 “@MAS: At this point, no further developments regarding MH370 has been confirmed. We are waiting for new updates from DCA on t",2014-03-09T14:00:39.000Z,['442661243514388482'],19106719,rizkian0,NEU,0.9609748721122742
442661153290715136,789240872,442660412232716288,@MAS hope everything will be ok..insyaAllah,2014-03-09T14:00:17.000Z,['442661153290715136'],19106719,one3007,POS,0.8695554137229919
442660901699604481,135860844,442660412232716288,"“@MAS: At this point, no further developments regarding MH370 has been confirmed. We are waiting for new updates from … ” #MH370",2014-03-09T13:59:17.000Z,['442660901699604481'],19106719,kmiya_69,NEU,0.9725781083106995
442660870900834304,591912818,442660412232716288,"@MAS tq for feedback
do your best n keep it up..
still wait for your confirmation..",2014-03-09T13:59:10.000Z,['442660870900834304'],19106719,haqani_taib,POS,0.7032598257064819
442660853872336896,20583139,442660412232716288,"“@MAS:At this point, no further developments regarding MH370 has been confirmed.We are waiting for new updates from DCA on the SAR efforts.”",2014-03-09T13:59:06.000Z,['442660853872336896'],19106719,sumishanaidu,NEU,0.9650301933288574
