created_at,id,text,in_reply_to_user_id,author_id,conversation_id,edit_history_tweet_ids,author_name,label,score
2014-03-13T15:16:41.000Z,444129930628960256,"@MAS 11hrs, no update?",19106719,114998107,443954440312090625,['444129930628960256'],fatfacebikini,NEU,0.9807273149490356
2014-03-13T14:37:01.000Z,444119947560488961,@MAS,19106719,330411456,443954440312090625,['444119947560488961'],Lindu2,NEU,0.9518000483512878
2014-03-13T13:58:28.000Z,444110246353440768,“@MAS We'll be retiring flight codes MH370 &amp; MH371 as a mark of respect to the pax &amp; crew of the missing MH370,19106719,216567288,443954440312090625,['444110246353440768'],Korky85,NEU,0.9535662531852722
2014-03-13T13:57:37.000Z,444110033089867776,@MAS in respect just find the Fucken plane!!,19106719,216567288,443954440312090625,['444110033089867776'],Korky85,NEU,0.42648276686668396
2014-03-13T13:48:37.000Z,444107766144045056,"@MAS FOCUS! Get facts 1.Engine reports from RR, &amp; all records# 2. Flight records then take facts &amp; set action! Stop chasing &amp; creating chaos",19106719,1969209186,443954440312090625,['444107766144045056'],People_Against,NEG,0.5815649032592773
2014-03-13T12:16:40.000Z,444084625661390848,"@MAS That's great but how about you tell the truth!! Stop the lies,cover ups!! this was YOUR plane!!!!!",19106719,1886512765,443954440312090625,['444084625661390848'],me2_melissa,NEG,0.9515478610992432
2014-03-13T12:14:06.000Z,444083979977650177,@MAS,19106719,1394844276,443954440312090625,['444083979977650177'],yuaysh,NEU,0.9518000483512878
2014-03-13T11:04:17.000Z,444066413422993408,“@MAS:We'll be retiring flight codes MH370 &amp; MH371 as a mark of respect to the pax &amp; crew of the missing #MH370. No more MH flight codes,19106719,54167444,443954440312090625,['444066413422993408'],nikaynakih,NEU,0.9558029174804688
2014-03-13T10:59:26.000Z,444065189357305856,RT @MAS:  We'll be retiring flight codes MH370 &amp; MH371 as a mark of respect to the pax &amp; crew of the missing MH370 http://t.co/SW0HQlfcWV,19106719,7144882,443954440312090625,['444065189357305856'],heykim,NEU,0.9416993856430054
2014-03-13T10:04:56.000Z,444051476378177537,@MAS #PrayForMH370 http://t.co/YTMjmQwX93,19106719,1538885479,443954440312090625,['444051476378177537'],joko_suntoro,NEU,0.9627066850662231
2014-03-13T08:42:58.000Z,444030849571225600,@MAS of coz they r trying hard to locate da plane.,19106719,291606869,443954440312090625,['444030849571225600'],zakry77,NEU,0.92158442735672
2014-03-13T08:19:54.000Z,444025044696436737,"@MAS Really Sad to know :(
#MH370",19106719,2336934248,443954440312090625,['444025044696436737'],IshaAtreja,NEG,0.9679566025733948
2014-03-13T07:32:42.000Z,444013165987127296,RT @MAS: We'll be retiring flight codes MH370 &amp; MH371 as a mark of respect to the pax &amp; crew of the missing MH370 @ChannelNewsAsia,19106719,59770412,443954440312090625,['444013165987127296'],lynnechee,NEU,0.9404675960540771
2014-03-13T07:26:48.000Z,444011679899455488,"@MAS ""We will retire."" Please be sincere and delicate with use of language regarding #MH370",19106719,1873961359,443954440312090625,['444011679899455488'],teamt5t5,NEU,0.8987495303153992
2014-03-13T07:21:22.000Z,444010312778256384,@MAS should also retire the MAS senior management at the same time for incompetence! I've never seen anything so mishandled.,19106719,53089143,443954440312090625,['444010312778256384'],desilvb,NEG,0.9851512312889099
2014-03-13T07:14:35.000Z,444008606560575489,@MAS meaningless gesture at this point in time. Your priorities are finding the plane...,19106719,735334399,443954440312090625,['444008606560575489'],VictorLing888,NEG,0.9772824048995972
2014-03-13T06:15:10.000Z,443993653845835776,@MAS 🙏🙏🙏,19106719,1639829676,443954440312090625,['443993653845835776'],anamadelos,NEU,0.9543910622596741
2014-03-13T05:51:44.000Z,443987757560762368,@MAS I think it is clear what has happened. The question is who was responsible for this horrific. act of terrorism.,19106719,174279417,443954440312090625,['443987757560762368'],AndrewWPeters,NEG,0.9768931865692139
2014-03-13T05:44:52.000Z,443986029515509760,@MAS ...saya berharap kita sama2 berdoa semoga MH370 berada dalam keadaan selamat,19106719,2386364960,443954440312090625,['443986029515509760'],madgunungbongsu,NEU,0.9755590558052063
2014-03-13T05:43:51.000Z,443985773314842624,@MAS Stop with the PR ploy and start supporting the families of the missing passengers. #MH370,19106719,223359992,443954440312090625,['443985773314842624'],NicoleDontCare1,NEG,0.509780764579773
2014-03-13T05:43:38.000Z,443985716599455745,@MAS be positive. Don't retire quote yet as it will send a wrong message. Miracles do happen. 🙏,19106719,256046665,443954440312090625,['443985716599455745'],spritualjourney,NEU,0.6667089462280273
2014-03-13T05:38:31.000Z,443984430151905280,MT @MAS: We'll be retiring flight codes MH370 &amp; MH371 as a mark of respect to the pax &amp; crew of the missing #MH370. http://t.co/WNYWEbbcQu,19106719,20494730,443954440312090625,['443984430151905280'],JasonWhitely,NEU,0.9276513457298279
2014-03-13T05:31:39.000Z,443982702292008960,"@MAS This is great news. Having said this, let's talk about the  really important stuff.",19106719,146617038,443954440312090625,['443982702292008960'],anavz02,POS,0.9921254515647888
2014-03-13T05:29:41.000Z,443982207774777344,"@mas Not yet, imho, re: WSJ report.. #MH370",19106719,30460070,443954440312090625,['443982207774777344'],NrIsodera,NEU,0.9430624842643738
2014-03-13T05:29:38.000Z,443982193648361472,"@MAS What  is your hurry to retire the codes the plane flew back over Malaysia ""AsthfarUAllah""",19106719,26833923,443954440312090625,['443982193648361472'],DrImranKhan,NEU,0.860897958278656
2014-03-13T05:03:06.000Z,443975516471574528,@MAS  the fuck are you guys doing 6 days and no answers good job.,19106719,1398703381,443954440312090625,['443975516471574528'],JagAtwal2,NEG,0.9850842356681824
2014-03-13T04:57:25.000Z,443974085270196224,@MAS A good sign of respect. The Wall Street Journal reports that the plane may have flown on hours after contact lost. Any info?,19106719,102142168,443954440312090625,['443974085270196224'],PPotterEwald,POS,0.6388872265815735
2014-03-13T04:50:32.000Z,443972353291067392,@skift @MAS I'm pretty sure that's not going to ease the pain. Just focus on finding the plane and stop worrying about PR ploys.,19106719,17398620,443954440312090625,['443972353291067392'],JoeDiazAFAR,NEG,0.8585371971130371
2014-03-13T04:34:29.000Z,443968314025316352,@MAS Please change no problem at all After the ill-fated aircraft has been found completely.,19106719,764856384,443954440312090625,['443968314025316352'],KediriKiss,NEU,0.5480619668960571
2014-03-13T04:30:19.000Z,443967267697459202,@MAS What has compelled you to change just numbers. 370 &amp; 371 to be 318 &amp; 319. Does it mean too much worth for your luck? Simply NOT NOW.,19106719,764856384,443954440312090625,['443967267697459202'],KediriKiss,NEG,0.8389983177185059
2014-03-13T04:00:28.000Z,443959755090837505,"@MAS Thank you for retiring #MH370 ! Our prayers from Phoenix;Arizona,USA to you across the pacific!",19106719,1077704174,443954440312090625,['443959755090837505'],PhxJuanTVNews,POS,0.9448480010032654
2014-03-13T03:58:48.000Z,443959334025039873,@MAS 'Bout time.,19106719,789970297,443954440312090625,['443959334025039873'],BrakesForBagels,NEU,0.8874498605728149
2014-03-13T03:57:32.000Z,443959015127535616,@MAS bukan setakat tukar kod penerbangan...stop hidang arak n tukar baju pramugari.contohi royal brunei,19106719,275372546,443954440312090625,['443959015127535616'],Uncle_nazz,NEU,0.4978955388069153
2014-03-13T03:57:11.000Z,443958926812258304,@MAS KT Mobile: Malaysia Airlines: What could have happened to MH370... http://t.co/6njLjkCRZD,19106719,316771513,443954440312090625,['443958926812258304'],shamsaziz80,NEU,0.9701018929481506
2014-03-13T03:46:55.000Z,443956344014794752,"@MAS it would be respectful if you did so after over 200 ""missing"" people have been found! #malaysia",19106719,43964874,443954440312090625,['443956344014794752'],poliquest,NEG,0.653086245059967
2014-03-13T03:46:24.000Z,443956212468441088,@MAS it's about time! Should've done it immediately.,19106719,8488782,443954440312090625,['443956212468441088'],interface7,POS,0.7150278687477112
2014-03-13T03:44:34.000Z,443955753456390144,@MAS #MASalert Alhamdullilah. A commendable and respectable tribute for all involved.  Thanks MAS.,19106719,247732905,443954440312090625,['443955753456390144'],alanalaidin,POS,0.9890062808990479
2014-03-13T03:41:26.000Z,443954962746200064,@MAS just find the plane!,19106719,2354226019,443954440312090625,['443954962746200064'],sitivalerie,NEU,0.7697190046310425
2014-03-13T03:39:50.000Z,443954562810933248,@MAS and so you should!,19106719,140799490,443954440312090625,['443954562810933248'],Niiiiiiiiiik,POS,0.6087719798088074
