edit_history_tweet_ids,id,text,author_id,created_at,conversation_id,in_reply_to_user_id,author_name,label,score
['446019858535575552'],446019858535575552,@mas interesting news on missing plane http://t.co/ovi1LN2ns3,314666556,2014-03-18T20:26:35.000Z,445377831363559425,19106719,peterblks,POS,0.520872175693512
['445979330393690112'],445979330393690112,“@MAS: Thank you for your support during this difficult time. As the SAR effort continues updates will be released once new info is received,230885273,2014-03-18T17:45:32.000Z,445377831363559425,19106719,reinaldososa_,POS,0.8433346748352051
['445973606020161537'],445973606020161537,@MAS #mh370 spoted in #Saudi Arabia 22.84123.n 50.4861.e,1947883303,2014-03-18T17:22:48.000Z,445377831363559425,19106719,AvremelNowMoshi,NEU,0.9754431247711182
['445943248083615745'],445943248083615745,@MAS  has anybody looked into the possibility of MH370 landing at abandoned MZC airport in Cambodia?,261873014,2014-03-18T15:22:10.000Z,445377831363559425,19106719,ansh_kataria,NEU,0.9668116569519043
['445932282105171968'],445932282105171968,@MAS http://t.co/LYo0NwR1k3 life raft ? http://t.co/tW2VaQsdiV,1255424262,2014-03-18T14:38:35.000Z,445377831363559425,19106719,indienne33,NEU,0.9771329164505005
['445928718171525120'],445928718171525120,@MAS the following aircraft are on point : http://t.co/H2DHgmC1wa,375196084,2014-03-18T14:24:26.000Z,445377831363559425,19106719,hermawansyah29,NEU,0.943239688873291
['445895611330879488'],445895611330879488,@MAS Vous pouvez regarder la vidéo de la compagnie Malaysian Airline ici.  http://t.co/fnP1E2JSCp,1443601326,2014-03-18T12:12:52.000Z,445377831363559425,19106719,jessiehades4433,NEU,0.9754260182380676
['445866907808182272'],445866907808182272,Blessings! F370 BE BACK REAL SOON~ ALL OK INSIDE HOLLOW EARTH. HELP THEM~GOOGLE *NESARA LAW* RT - TALK/Listen@ http://t.co/TpmNUyyCgL  @MAS,1123075297,2014-03-18T10:18:49.000Z,445377831363559425,19106719,ArchAngelRich,POS,0.9667636156082153
['445799676059475970'],445799676059475970,@MAS Since when have we not been able to find a missing plane? It's incredible! I have a feeling that plane landed in the wrong territory 😞,98443617,2014-03-18T05:51:39.000Z,445377831363559425,19106719,AlexArreolaa,NEG,0.6677873134613037
['445790928713043968'],445790928713043968,@mas tidak ada pembajakan tidak ada terorism di pesawat malaysia pesawat malaysia jatuh di laut aceh,505675692,2014-03-18T05:16:54.000Z,445377831363559425,19106719,karsoabdulyasin,NEU,0.9635601043701172
['445715394678882304'],445715394678882304,@MAS stay strong MAS! We will always be with U!!,2386026684,2014-03-18T00:16:45.000Z,445377831363559425,19106719,MKMelayu1st,POS,0.991351842880249
['445692989869154305'],445692989869154305,@MAS how ya'll niggas lose a whole airplane,163350867,2014-03-17T22:47:44.000Z,445377831363559425,19106719,CynTheBoss,NEG,0.9797236919403076
['445688210229055490'],445688210229055490,"@MAS u guys are unbelievable...Not your fault but still it is...R u sure you are not missing,how can u not screen properly?? So sad for fams",64938003,2014-03-17T22:28:44.000Z,445377831363559425,19106719,Meenaxi_r,NEG,0.985129714012146
['445645437832552451'],445645437832552451,@MAS has this plane landed in Somalia?,97636598,2014-03-17T19:38:46.000Z,445377831363559425,19106719,Costel_Petre,NEU,0.9781685471534729
['445630061815681024'],445630061815681024,@MAS they should try to trace the phone numbers of people in the plane.,587641068,2014-03-17T18:37:40.000Z,445377831363559425,19106719,PMauji,NEU,0.8538362383842468
['445624008764321792'],445624008764321792,QUIEN COÑO VA AGARRAR UN AVIÓN CON ESTOS LOCOS @MAS Thank you for your support during this difficult time. Malaysia Airlines As the SAR eff,54010351,2014-03-17T18:13:37.000Z,445377831363559425,19106719,LouisBuchanans,POS,0.7252005338668823
['445609919354777601'],445609919354777601,@MAS  This country needs to get it's head on straight. ..let other countries look at this. You don't seem to know what you are doing.,503064233,2014-03-17T17:17:38.000Z,445377831363559425,19106719,vickiemanthei,NEG,0.937527596950531
['445609072059240448'],445609072059240448,@MAS very glad to help n give a hand if abke to and know!IF NOT THEY COULD HAVE NEVER INFO YOU ABOUT TECHNICAL IN PAST ALSO FACEBOOK YOUR OF,223171129,2014-03-17T17:14:16.000Z,445377831363559425,19106719,nelsonlariccia,POS,0.9703956842422485
['445577708060172289'],445577708060172289,@MAS lets stay positive and have faith in OUR CAPTAIN... #IHaveFaithInCaptZahari,33240798,2014-03-17T15:09:38.000Z,445377831363559425,19106719,MonaRedde,POS,0.9675908088684082
['445524121888108544'],445524121888108544,@MAS hope the people can come back safely.,581627869,2014-03-17T11:36:42.000Z,445377831363559425,19106719,NicolasVivian,POS,0.9766321778297424
['445490929219031040'],445490929219031040,@MAS MH370 terletak di laut vietnam !,316377307,2014-03-17T09:24:49.000Z,445377831363559425,19106719,muhammadrozik7,NEU,0.8931019902229309
['445479954718162944'],445479954718162944,@MAS why give updates that is obsolete?,67148793,2014-03-17T08:41:12.000Z,445377831363559425,19106719,bee9100,NEG,0.8085337281227112
['445479818550054912'],445479818550054912,@MAS is there anything you're trying to hide?,67148793,2014-03-17T08:40:40.000Z,445377831363559425,19106719,bee9100,NEU,0.9805825352668762
['445457319212482560'],445457319212482560,"@MAS thank you for the years you have served us, the malaysians. thank you for your great hospitality on-board MAS.",2317132848,2014-03-17T07:11:15.000Z,445377831363559425,19106719,ZirahluZ,POS,0.9883133172988892
['445448327799115776'],445448327799115776,@MAS god bless n hope evry1 survive.,720281240,2014-03-17T06:35:32.000Z,445377831363559425,19106719,Lalith143Lalith,POS,0.9889234900474548
['445436323164192768'],445436323164192768,@MAS What is the status?,79639639,2014-03-17T05:47:49.000Z,445377831363559425,19106719,AnkitShah55,NEU,0.9833390712738037
['445432172535496704'],445432172535496704,@MAS I hope you really do your best in searching the missing plane. no more cheating or conceal.#MH370 #,60999260,2014-03-17T05:31:20.000Z,445377831363559425,19106719,HXD1207,NEG,0.8644863963127136
['445423697172504577'],445423697172504577,"@MAS pswt brada di titik(LU 7 derajat 47'47.90"" Bujur Timur 105 derajat 13'39.59"" Elev -30m sekitar selatan ibukota Vietnam, Ho Chi Minh",416778872,2014-03-17T04:57:39.000Z,445377831363559425,19106719,youst20,NEU,0.9802438020706177
['445419000470577152'],445419000470577152,Hi MAS: Fyi: F370 r ALL OK. INside EARTH with ETs &amp; WILL COMEBACK soon! http://t.co/GW6jTiRwvF  Hire Me@ http://t.co/N45FThdYyG  RT! :D @MAS,1123075297,2014-03-17T04:38:59.000Z,445377831363559425,19106719,ArchAngelRich,POS,0.944361686706543
['445396022588502017'],445396022588502017,@MAS,1394844276,2014-03-17T03:07:41.000Z,445377831363559425,19106719,yuaysh,NEU,0.9518000483512878
['445394014334771200'],445394014334771200,@MAS I believe MAS keep Professional and can  solve it. Thx,170243327,2014-03-17T02:59:42.000Z,445377831363559425,19106719,theosyukur21,POS,0.9581635594367981
['445390100852006912'],445390100852006912,@MAS please know that the world stand strong behind you. Do your best and don't forget to take some rest #PrayForMH370,325508125,2014-03-17T02:44:09.000Z,445377831363559425,19106719,aliimranmn,POS,0.9083396196365356
['445386093198733314'],445386093198733314,@MAS I belive Malaysia Airlines will be stronger ever after this! #PrayForMH370,32760928,2014-03-17T02:28:14.000Z,445377831363559425,19106719,rule_spider,POS,0.9278929829597473
['445386091273543681'],445386091273543681,@MAS Wish you all luck. Families are full of hope to find the missing plane.,764856384,2014-03-17T02:28:13.000Z,445377831363559425,19106719,KediriKiss,POS,0.4864616394042969
['445383199686803456'],445383199686803456,@MAS ((Big Hugs)) 💞💞💞💞,37605731,2014-03-17T02:16:44.000Z,445377831363559425,19106719,adia96,NEU,0.7254116535186768
['445381989097431040'],445381989097431040,@MAS  good luck SAR...,2296278895,2014-03-17T02:11:55.000Z,445377831363559425,19106719,PidilS,POS,0.9771660566329956
['445380198402248706'],445380198402248706,@MAS I believed that MAS will do the best! MAS is us! MAS is Malaysians!,37711666,2014-03-17T02:04:48.000Z,445377831363559425,19106719,InnanieAriffin,POS,0.9906966686248779
['445379968927666176'],445379968927666176,@MAS you have been doing a really good job.,56020678,2014-03-17T02:03:54.000Z,445377831363559425,19106719,JUANOMORA,POS,0.9915395379066467
['445378658719772673'],445378658719772673,@mas Good luck....,2284182372,2014-03-17T01:58:41.000Z,445377831363559425,19106719,michalwm89,POS,0.9872134327888489
['445378642634620928'],445378642634620928,@MAS Good luck in the continued search efforts. I hope #MH370 is found soon so the families can rest :-( #PrayForMH370,43751478,2014-03-17T01:58:37.000Z,445377831363559425,19106719,SamSmette,NEU,0.6805734634399414
['445378548795064321'],445378548795064321,@MAS tell the truth,2351328667,2014-03-17T01:58:15.000Z,445377831363559425,19106719,mktory,NEU,0.9641843438148499
['445378521394057217'],445378521394057217,WHERES THE PLANE?! RT @MAS: Thank you for your support during this difficult time. As the SAR (cont) http://t.co/Ukyxo98k1q,332556145,2014-03-17T01:58:08.000Z,445377831363559425,19106719,MVirg_12,POS,0.6023361682891846
['445378240736030720'],445378240736030720,@MAS good job..,970184827,2014-03-17T01:57:01.000Z,445377831363559425,19106719,M_Zaidi_Ismail,POS,0.9884570240974426
['445378163757965313'],445378163757965313,@MAS Good luck.,64325204,2014-03-17T01:56:43.000Z,445377831363559425,19106719,syedamir,POS,0.9883469939231873
