created_at,id,author_id,text,conversation_id,in_reply_to_user_id,edit_history_tweet_ids,author_name,label,score
2019-04-05T12:13:47.000Z,1114139063429279744,318367970,@flyethiopian Done!!!,1114098697686716422,334032462,['1114139063429279744'],goddiemang,NEU,0.8350229263305664
2019-04-05T11:59:50.000Z,1114135556131258368,3421215965,@flyethiopian Done,1114098697686716422,334032462,['1114135556131258368'],vonbraunish,NEU,0.9735699892044067
2019-04-05T11:58:16.000Z,1114135161455697921,1109456741022994433,@flyethiopian Nice services And nice Companies https://t.co/mjpYAOEBDr,1114098697686716422,334032462,['1114135161455697921'],Aljanub5,POS,0.9858718514442444
2019-04-05T11:58:09.000Z,1114135130782801920,738722966716878848,@flyethiopian @EthioEmbassyUK am with Ethiopia air line forever!1,1114098697686716422,334032462,['1114135130782801920'],minyehun,NEU,0.844224214553833
2019-04-05T11:37:37.000Z,1114129961772879878,1672361119,@flyethiopian Done,1114098697686716422,334032462,['1114129961772879878'],AaronKb1,NEU,0.9735699892044067
2019-04-05T11:37:00.000Z,1114129807309246464,488433050,@flyethiopian Proud of you #ET 💚💛❤,1114098697686716422,334032462,['1114129807309246464'],miamore004,POS,0.9868656992912292
2019-04-05T11:35:43.000Z,1114129487187337216,84034963,@flyethiopian Done. You got my vote,1114098697686716422,334032462,['1114129487187337216'],FinLitBae,POS,0.8564143776893616
2019-04-05T11:26:24.000Z,1114127139392110592,296659379,"@flyethiopian @febewolde Voted. 
I am about to board on @flyethiopian Toronto bound to Addis. Coming home 🇪🇹",1114098697686716422,334032462,['1114127139392110592'],Pro_Ethio,NEU,0.8841006755828857
2019-04-05T11:23:49.000Z,1114126490822742019,995258341,@flyethiopian @rutashaya Africa's pride but barely any black people in the clip,1114098697686716422,334032462,['1114126490822742019'],jeremyMWC,NEU,0.570992648601532
2019-04-05T11:06:07.000Z,1114122034752172033,901400616802635776,@flyethiopian You've got my vote @flyethiopian 🇪🇹,1114098697686716422,334032462,['1114122034752172033'],kukuaddis,POS,0.8371344804763794
2019-04-05T11:05:20.000Z,1114121840803422209,760235698133856258,@flyethiopian @Annoula64 Don't fly with Ethiopian. Great disservice,1114098697686716422,334032462,['1114121840803422209'],0489_35,NEG,0.9823336601257324
2019-04-05T10:58:06.000Z,1114120016859947010,2701808735,@flyethiopian Voted &lt;3,1114098697686716422,334032462,['1114120016859947010'],Silassget,NEU,0.856363832950592
2019-04-05T10:40:35.000Z,1114115611288842240,449137382,@flyethiopian Just voted for @flyethiopian,1114098697686716422,334032462,['1114115611288842240'],AbdurahmanMoh,NEU,0.7116261720657349
2019-04-05T10:39:19.000Z,1114115290860748800,748786046,@flyethiopian I voted for #EthiopianAirlines @flyethiopian https://t.co/EiGGXf6J6l,1114098697686716422,334032462,['1114115290860748800'],Moh_Gamea,POS,0.5630483627319336
2019-04-05T10:07:26.000Z,1114107267241140226,817501429615259648,@flyethiopian @muluhaileg I voted for @flyethiopian .,1114098697686716422,334032462,['1114107267241140226'],getachew_temare,POS,0.5597484707832336
2019-04-05T10:00:00.000Z,1114105398724894721,2160317417,@flyethiopian Is there something wrong with shabamiles website i could not access my account,1114098697686716422,334032462,['1114105398724894721'],Fasikamekete,NEG,0.8887057304382324
2019-04-05T09:59:31.000Z,1114105274510512129,1109749942569054208,@flyethiopian I voted for @flyethiopian,1114098697686716422,334032462,['1114105274510512129'],Proudethiopia,NEU,0.5594977736473083
2019-04-05T09:59:22.000Z,1114105238049513473,859118636472127488,@flyethiopian Congratulations Ethiopian 💚💛❤,1114098697686716422,334032462,['1114105238049513473'],jiry_joseph,POS,0.9710219502449036
2019-04-05T09:55:33.000Z,1114104279021887488,3332298453,@flyethiopian I voted for @flyethiopian,1114098697686716422,334032462,['1114104279021887488'],mzet_mzamisto,NEU,0.5594977736473083
2019-04-05T09:45:51.000Z,1114101835990695939,2177378541,@flyethiopian Ours. Always Ethiopian.,1114098697686716422,334032462,['1114101835990695939'],danicooleth,NEU,0.977916955947876
2019-04-05T09:43:18.000Z,1114101196845924352,741875537019183104,@flyethiopian I voted for ET!,1114098697686716422,334032462,['1114101196845924352'],TekleMoges,POS,0.8984305262565613
2019-04-05T09:41:57.000Z,1114100855974912000,2557911487,@flyethiopian I love u mama Ethiopia 🇪🇹,1114098697686716422,334032462,['1114100855974912000'],Drsul2Mimi,POS,0.9855349063873291
