created_at,conversation_id,in_reply_to_user_id,text,id,edit_history_tweet_ids,author_id,author_name,label,score
2019-04-08T16:03:15.000Z,1115154715262763008,334032462,@flyethiopian Congratulations 👏 Ethiopian Airlines is our national treasure and  we are proud of it!  To all the staffs thank u for ur excellent  service 🙏,1115283976384421888,['1115283976384421888'],920938735952207872,SenbitSofia,POS,0.9924649000167847
2019-04-08T14:46:09.000Z,1115154715262763008,334032462,@flyethiopian @africaupdates Happy for Ethiopian Airlines. Always with you guys.  You are one of the best in the world.,1115264574910017537,['1115264574910017537'],893429280566333440,MFINDA_243,POS,0.992053747177124
2019-04-08T14:14:41.000Z,1115154715262763008,334032462,@flyethiopian Happy birthday,1115256655497838592,['1115256655497838592'],2928086403,MasaisaiSaymore,POS,0.9864137768745422
2019-04-08T13:30:22.000Z,1115154715262763008,334032462,"@flyethiopian Higher, further, faster!",1115245500331065344,['1115245500331065344'],932207267805630464,ndimande_conrad,POS,0.8606790900230408
2019-04-08T13:24:54.000Z,1115154715262763008,334032462,@flyethiopian Happy 73rd Anniversary!,1115244125153054721,['1115244125153054721'],72892941,WordFAS,POS,0.9892764091491699
2019-04-08T13:09:14.000Z,1115154715262763008,334032462,@flyethiopian እንኳን ደስ አለን። Congratulation excellent Ethiopian Airlines.,1115240184558292995,['1115240184558292995'],872622285659688960,DaruBest,POS,0.9888678789138794
2019-04-08T12:02:45.000Z,1115154715262763008,334032462,@flyethiopian بتوفيق وانشاء الله للقدام 🎉🎈,1115223451118329858,['1115223451118329858'],1962370153,fathiaaaaa9,NEU,0.959219753742218
2019-04-08T10:54:04.000Z,1115154715262763008,334032462,@flyethiopian @MPyusufhassan All the best,1115206166781595649,['1115206166781595649'],3326708776,KikuviMusyok,POS,0.9416288733482361
2019-04-08T09:43:38.000Z,1115154715262763008,334032462,@flyethiopian Happy 73rd Birthday and many more 🙏🍀🍀🍀✈️,1115188444194660353,['1115188444194660353'],877786338917064704,elizabethTafess,POS,0.9895212650299072
2019-04-08T09:28:31.000Z,1115154715262763008,334032462,@flyethiopian Congrats! Proud to always fly Ethiopian whenever possible!,1115184637582536704,['1115184637582536704'],3373565625,dan_alemu,POS,0.9912421703338623
2019-04-08T09:03:49.000Z,1115154715262763008,334032462,@flyethiopian Congratulations 🎉🎉,1115178422454480897,['1115178422454480897'],3021392582,Doctor4Africa,POS,0.9738357067108154
2019-04-08T08:55:39.000Z,1115154715262763008,334032462,@flyethiopian @G_tharmaratnam Nope. Most certainly not the first African airline. @egyptair started flying in 1933.,1115176366700470272,['1115176366700470272'],21273874,eldahshan,NEU,0.8041821122169495
2019-04-08T08:42:59.000Z,1115154715262763008,334032462,@flyethiopian Congratulations!! We are proud of having such a reliable airlines👍👏,1115173178937171969,['1115173178937171969'],1113142917663797249,BiRUK65540070,POS,0.9926803708076477
2019-04-08T08:27:57.000Z,1115154715262763008,334032462,@flyethiopian Happy Birthday,1115169395922362369,['1115169395922362369'],47402924,Isaiah0459,POS,0.9864582419395447
2019-04-08T08:14:51.000Z,1115154715262763008,334032462,@flyethiopian I am with you all the way 🤟,1115166099115581445,['1115166099115581445'],2242259908,Ian_0ne,POS,0.951043963432312
2019-04-08T08:04:04.000Z,1115154715262763008,334032462,@flyethiopian The crew and the plane 👍 https://t.co/1Hqno1rVZC,1115163384557834240,['1115163384557834240'],580782327,HanaGebres,NEU,0.9737772345542908
2019-04-08T08:02:46.000Z,1115154715262763008,334032462,@flyethiopian Congratulations @flyethiopian for your well-reputed services for over the years. We have a huge clientele who have their preferences set for your services while making their way to #Africa from #London. https://t.co/E9HdusEVHe,1115163057926307840,['1115163057926307840'],23573420,travelhouseuk,POS,0.9848160743713379
2019-04-08T07:54:45.000Z,1115154715262763008,334032462,@flyethiopian Congratulations 🎉🎊🎈I feel so blessed to have had the privilege of working with such wonderful group of people and Airline.❤️,1115161039312650241,['1115161039312650241'],113943187,heleyem,POS,0.9927787184715271
2019-04-08T07:46:46.000Z,1115154715262763008,334032462,@flyethiopian Congratulations for your 73 year anniversary! We had a pleasant journey with @flyethiopian on our way to Brussels yesterday. Thank you for taking a good care of us! https://t.co/9OeaJt9CS4,1115159030522052609,['1115159030522052609'],62271192,etyeheny,POS,0.9924851059913635
