conversation_id,edit_history_tweet_ids,id,text,created_at,in_reply_to_user_id,author_id,author_name,label,score
1111868745616633856,['1112161477862002689'],1112161477862002689,@flyethiopian I am American 🇺🇸🇪🇹 I @flyethiopian !!!,2019-03-31T01:15:33.000Z,334032462,62279216,JMichael_Smith,NEU,0.9623998403549194
1111868745616633856,['1112125879482753024'],1112125879482753024,"@flyethiopian #IamEthiopian of course. 
Une compagnie africaine, au cœur de l'Afrique mérite tout notre soutient",2019-03-30T22:54:06.000Z,334032462,49097078,guyntoto,NEU,0.9784954190254211
1111868745616633856,['1112121882055077888'],1112121882055077888,"@flyethiopian IamEthiopian and Proud Canadian, too.",2019-03-30T22:38:13.000Z,334032462,51259607,iDefendEthiopia,POS,0.8278335332870483
1111868745616633856,['1112112780209987585'],1112112780209987585,@flyethiopian #IamEthiopian and I proudly stand with @flyethiopian,2019-03-30T22:02:03.000Z,334032462,938372761080221698,wintasg,POS,0.8543045520782471
1111868745616633856,['1112107229484863488'],1112107229484863488,"@flyethiopian #IamEthiopian 
#IamPanAfrican
#Paintingtheskiesblack",2019-03-30T21:40:00.000Z,334032462,1026761858185920512,Belen_Mohammed,NEU,0.5773785710334778
1111868745616633856,['1112101827443601408'],1112101827443601408,@flyethiopian @MariaSTsehai best flight with fantastic routes...raise up the hidden spirit of Africa,2019-03-30T21:18:32.000Z,334032462,1111931365476495360,Patrick_Patrima,POS,0.9906309247016907
1111868745616633856,['1112095469071560704'],1112095469071560704,@flyethiopian Not digging the Boeing 747 in the video. ET does not operate any 747.,2019-03-30T20:53:16.000Z,334032462,1007620434831945731,Etus2K,NEG,0.9476795196533203
1111868745616633856,['1112090577238138883'],1112090577238138883,@flyethiopian @Ethiopialiveupd Proud Eritrean 🇪🇷🇪🇷🇪🇷🇪🇷🇪🇷🇪🇷🇪🇷,2019-03-30T20:33:49.000Z,334032462,1180387141,HenokGeb,POS,0.979001522064209
1111868745616633856,['1112078647811325957'],1112078647811325957,@flyethiopian I am zimbabwean I stand with Ethiopian airways,2019-03-30T19:46:25.000Z,334032462,1051374860625211398,SVMusarapasi,NEU,0.8472121953964233
1111868745616633856,['1112070597041942529'],1112070597041942529,"@flyethiopian Yeah I’ll fly you if you actually fly 747s, if not then stop lying",2019-03-30T19:14:26.000Z,334032462,1092992785433665536,HarbingerOf747,NEG,0.6749780178070068
1111868745616633856,['1112051315998420992'],1112051315998420992,@flyethiopian #IamKenyan @KenyaAirways #ThePrideOfAfrica #KenyaAirways 🇰🇪✈️🛫🛬🛩💺,2019-03-30T17:57:49.000Z,334032462,27301793,JohnThoithi,NEU,0.7524624466896057
1111868745616633856,['1112028855919935488'],1112028855919935488,@flyethiopian #Ethiopian,2019-03-30T16:28:34.000Z,334032462,317338404,111990ab,NEU,0.9784572124481201
1111868745616633856,['1112001584295280640'],1112001584295280640,"@flyethiopian Excellent video. Love the brand. Two things.
1. You guys don't have a 747 in your fleet so why use it in your video (0:01)
2. The whispering at the end... were you looking to scare the audience? It's working",2019-03-30T14:40:12.000Z,334032462,406836967,thejuniorjohn,NEG,0.47946882247924805
1111868745616633856,['1111992726671839238'],1111992726671839238,@flyethiopian I am Ethiopian!!! Praud fly our air lines.,2019-03-30T14:05:00.000Z,334032462,1069496197637844992,Abereha1,NEU,0.634595513343811
1111868745616633856,['1111990138358415365'],1111990138358415365,"@flyethiopian Salamnesh, I'm Sudanese,  I stand with #Ethiopian https://t.co/2XDWWIUAj5",2019-03-30T13:54:43.000Z,334032462,264138697,mustafaelec,NEU,0.7943994998931885
1111868745616633856,['1111987637089386497'],1111987637089386497,@flyethiopian #IamEthiopian #TheNewspiritofAfrica 💪💪💪,2019-03-30T13:44:47.000Z,334032462,401962169,hunde_dechasa,NEU,0.9343154430389404
1111868745616633856,['1111983603980734464'],1111983603980734464,@flyethiopian Wish to visit Ethiopia someday 😊,2019-03-30T13:28:45.000Z,334032462,2260073185,bddt9,NEU,0.503565788269043
1111868745616633856,['1111976945384898561'],1111976945384898561,@flyethiopian How do I get my lost luggage,2019-03-30T13:02:17.000Z,334032462,1082556536512266240,JayJudge1,NEU,0.697321891784668
1111868745616633856,['1111971863608127489'],1111971863608127489,@flyethiopian parad of afrca,2019-03-30T12:42:06.000Z,334032462,1063128817655599105,haadi68502017,NEU,0.9811943173408508
1111868745616633856,['1111970679111471105'],1111970679111471105,@flyethiopian @Ethiopialiveupd So am I,2019-03-30T12:37:23.000Z,334032462,1332038064,Cagdheer23,NEU,0.9597225189208984
1111868745616633856,['1111969211788742657'],1111969211788742657,@flyethiopian @shobanes see foooooooood! https://t.co/PDSPcLCqHg,2019-03-30T12:31:34.000Z,334032462,1041955552119668737,AiruJackie,NEU,0.7066444158554077
1111868745616633856,['1111969015554076672'],1111969015554076672,"@flyethiopian I am Somalian 
East And West Somali airlines is the best https://t.co/uCFxoL13D2",2019-03-30T12:30:47.000Z,334032462,742619239404687360,salemaanadan,POS,0.9671940207481384
1111868745616633856,['1111958771809615872'],1111958771809615872,"@flyethiopian #IamEthiopian 
#cloudnine
I am Kenyan though🇰🇪🇰🇪🇰🇪 https://t.co/VZjYqdTYCv",2019-03-30T11:50:05.000Z,334032462,1041955552119668737,AiruJackie,NEU,0.9724306464195251
1111868745616633856,['1111956845768380416'],1111956845768380416,@flyethiopian We love Ethiopian,2019-03-30T11:42:25.000Z,334032462,201989140,Ewelyyke,POS,0.9858829379081726
1111868745616633856,['1111954729633017856'],1111954729633017856,@flyethiopian Excelente vídeo!,2019-03-30T11:34:01.000Z,334032462,100038253,jonathas73,NEU,0.908405601978302
1111868745616633856,['1111953151589007360'],1111953151589007360,"@flyethiopian Yoadan ,How wonderful !",2019-03-30T11:27:45.000Z,334032462,923832469429870592,SolomonMakonnen,POS,0.9891194105148315
1111868745616633856,['1111949702101123072'],1111949702101123072,@flyethiopian Me too #IamEthiopian with love from London https://t.co/6cBKPWctSv,2019-03-30T11:14:02.000Z,334032462,978466908,AdeleCutler,POS,0.8956628441810608
1111868745616633856,['1111942936277778432'],1111942936277778432,@flyethiopian Ma best choice,2019-03-30T10:47:09.000Z,334032462,1098916928352120833,mercmos,POS,0.7158414721488953
1111868745616633856,['1111942435221856258'],1111942435221856258,@flyethiopian Love Ethiopia even if I'm not was born their.,2019-03-30T10:45:10.000Z,334032462,2605433192,aaamoudi555,POS,0.9771077632904053
1111868745616633856,['1111942327982018568'],1111942327982018568,"@flyethiopian @KoinangeJeff I am Zimbabwean by origin, Ethiopian in travelling..#IamEthiopian https://t.co/kqm41huQMJ",2019-03-30T10:44:44.000Z,334032462,432981869,kudamuzoriwa,NEU,0.9724637269973755
1111868745616633856,['1111942178090168320'],1111942178090168320,@flyethiopian So am I.,2019-03-30T10:44:08.000Z,334032462,1424604000,ShewaregaA,NEU,0.977622389793396
1111868745616633856,['1111939631841505280'],1111939631841505280,@flyethiopian Can you tell us why your pilots did not know how to switch of the MCAS circuit breakers? Boeing had issued a emergency airworthiness directive in November 2018 and pilots worldwide were communicating on forums on how to deal with MCAS trouble,2019-03-30T10:34:01.000Z,334032462,1269101586,KieNjiru,NEG,0.873569905757904
1111868745616633856,['1111929138435276801'],1111929138435276801,@flyethiopian @Ethiopialiveupd https://t.co/hgnEKhW3Yi,2019-03-30T09:52:19.000Z,334032462,1542253105,BelenAfrase,NEU,0.9699852466583252
1111868745616633856,['1111922081598488576'],1111922081598488576,@flyethiopian So am I.,2019-03-30T09:24:17.000Z,334032462,1092354339623104512,MengistuGedefa,NEU,0.977622389793396
1111868745616633856,['1111919744876204034'],1111919744876204034,"@flyethiopian Kenyan! @KenyaAirways , the pride of Africa!",2019-03-30T09:15:00.000Z,334032462,311972381,sammyzk,POS,0.970048725605011
1111868745616633856,['1111915371005702145'],1111915371005702145,@flyethiopian God bless #Ethiopian,2019-03-30T08:57:37.000Z,334032462,2536353437,bungire_obang,POS,0.9637877345085144
1111868745616633856,['1111907144130007040'],1111907144130007040,@flyethiopian Same here ✋,2019-03-30T08:24:56.000Z,334032462,1220925306,OchiengJasper,NEU,0.9715539813041687
1111868745616633856,['1111906352920559618'],1111906352920559618,@flyethiopian @KoinangeJeff The nerve...,2019-03-30T08:21:47.000Z,334032462,1910863296,cellestialtech,NEU,0.9769241213798523
1111868745616633856,['1111904235875168256'],1111904235875168256,@flyethiopian Will fly @flyethiopian on 31st April to JNB,2019-03-30T08:13:22.000Z,334032462,1966243316,abebe_mekonnen,NEU,0.9566043615341187
1111868745616633856,['1111894100771594241'],1111894100771594241,@flyethiopian Always good traveling with them,2019-03-30T07:33:06.000Z,334032462,1095351290828410882,AkinsurojuTobi,POS,0.9910030364990234
1111868745616633856,['1111893557327990784'],1111893557327990784,@flyethiopian I am Nigerian and I stand with Ethiopia,2019-03-30T07:30:56.000Z,334032462,404884207,akhigbe22,NEU,0.8472259640693665
1111868745616633856,['1111892807520866304'],1111892807520866304,@flyethiopian @KoinangeJeff I AM BRIAN,2019-03-30T07:27:57.000Z,334032462,963464857776525312,ghostoforeo,NEU,0.974462628364563
1111868745616633856,['1111890213872287744'],1111890213872287744,@flyethiopian #IamEthiopian,2019-03-30T07:17:39.000Z,334032462,3332298453,mzet_mzamisto,NEU,0.9767806529998779
1111868745616633856,['1111886921859506177'],1111886921859506177,"@flyethiopian I am Rwandan, @FlyRwandAir #FlyTheDreamOfAfrica https://t.co/9ZQASd8S2A",2019-03-30T07:04:34.000Z,334032462,711085034,dieudus1,NEU,0.8576579093933105
1111868745616633856,['1111885090798403584'],1111885090798403584,@flyethiopian Not my proudest March (2019) but #IamEthiopian,2019-03-30T06:57:18.000Z,334032462,1078950680793108480,EnjaMeda,NEU,0.6828218698501587
1111868745616633856,['1111885045076279297'],1111885045076279297,@flyethiopian @KoinangeJeff No as long as it still get it's planes from Boeing. Which cares much about money than safety.,2019-03-30T06:57:07.000Z,334032462,1185237870,MigwaStephen,NEU,0.6005422472953796
1111868745616633856,['1111884652283940866'],1111884652283940866,@flyethiopian me too #IamEthiopian,2019-03-30T06:55:33.000Z,334032462,729336287275048960,fikadu_19,NEU,0.9585772156715393
1111868745616633856,['1111884318325047296'],1111884318325047296,@flyethiopian #IamEthiopian @flyethiopian https://t.co/MSki9oc8gq,2019-03-30T06:54:13.000Z,334032462,1082711498412249093,FalckJeppe,NEU,0.9730603098869324
1111868745616633856,['1111881362112479232'],1111881362112479232,@flyethiopian Ethiopia 💪💪,2019-03-30T06:42:29.000Z,334032462,888120682944413696,dracosh_draco,NEU,0.9793909788131714
1111868745616633856,['1111880025987518465'],1111880025987518465,@flyethiopian Urugendo ruhire,2019-03-30T06:37:10.000Z,334032462,1111225419800477696,NiyomugaboVale5,NEU,0.9775179028511047
1111868745616633856,['1111879905380315137'],1111879905380315137,@flyethiopian A little too much whispering at the end..but it’s great!,2019-03-30T06:36:41.000Z,334032462,922162874725883906,BrookMakonnen,POS,0.9597135186195374
1111868745616633856,['1111879452294819841'],1111879452294819841,@flyethiopian Ethiopian with proud!,2019-03-30T06:34:53.000Z,334032462,3331408139,ErmiasEthiopia,NEU,0.9722154140472412
1111868745616633856,['1111878562754293761'],1111878562754293761,@flyethiopian #IamEthiopian I stand with #Ethiopian https://t.co/NGaPSbeV7X,2019-03-30T06:31:21.000Z,334032462,474900800,SolomonADersso,NEU,0.6699082851409912
1111868745616633856,['1111878125288386560'],1111878125288386560,@flyethiopian 🔥🔥🔥🔥🔥🔥,2019-03-30T06:29:37.000Z,334032462,2939643911,aterfie121212,NEU,0.9624053239822388
1111868745616633856,['1111871494450282496'],1111871494450282496,@flyethiopian I fly ethiopianairlines,2019-03-30T06:03:16.000Z,334032462,271281417,OtunbaOlaInuKan,NEU,0.8016827702522278
1111868745616633856,['1111870834979819520'],1111870834979819520,@flyethiopian Ethiopian definitely,2019-03-30T06:00:39.000Z,334032462,36020668,Meltweet_,NEU,0.9753643274307251
1111868745616633856,['1111870659099938817'],1111870659099938817,@flyethiopian #flyEthiopia staff members specially marketing staffs are ready to marketing there service to the whole world through different media to regenerating and empowering the air lines to boost the the confidence of their customers and staffs also. #IamEthiopian,2019-03-30T05:59:57.000Z,334032462,956804092579467264,DanielNemie,POS,0.9019030928611755
1111868745616633856,['1111869432480059392'],1111869432480059392,@flyethiopian #African,2019-03-30T05:55:04.000Z,334032462,878725852745404419,Fred_Makeba,NEU,0.9764074087142944
1111868745616633856,['1111869414591422465'],1111869414591422465,@flyethiopian I can see at the beginning a Boeing 747 landing. Do u have now a B747? Or the video was stollen,2019-03-30T05:55:00.000Z,334032462,964818309110788096,DMushobekwa,NEU,0.9708480834960938
1111868745616633856,['1111869046620868609'],1111869046620868609,@flyethiopian update the incident,2019-03-30T05:53:32.000Z,334032462,977141055161331712,Mosahersi,NEU,0.9373576641082764
