text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
@flyethiopian @carienduplessis SAA founded in 1934. But @flyethiopian will certainly be around 12 years after SAA finally bellyflops...,334032462,"9 April 2019, 2:03:25 AM",1115154715262763008,1115329318173978625,['1115329318173978625'],20671208,tomtom_m,NEU,0.8479320406913757
@flyethiopian No doubt that you will achive that my Ambassador.,334032462,"9 April 2019, 1:52:04 AM",1115154715262763008,1115326459147706369,['1115326459147706369'],4900878515,77d8b265705f421,POS,0.9785705208778381
"@flyethiopian Congratulations, the forever graceful Ethiopian!
ለ100ኛ አመት የልደት በአል እግዚአብሔር በሠላም ያድርሰን።",334032462,"9 April 2019, 1:32:07 AM",1115154715262763008,1115321439048085504,['1115321439048085504'],1079029428133511174,Mesay22784615,POS,0.989266037940979
@flyethiopian Congratulations Ethiopian airline 👏🏻👏🏻,334032462,"9 April 2019, 12:06:15 AM",1115154715262763008,1115299829427646466,['1115299829427646466'],1076174431389736960,JacobKadege,POS,0.9836644530296326
@flyethiopian Cheers to the prime feather in Africa's cap. We support always,334032462,"8 April 2019, 11:53:32 PM",1115154715262763008,1115296630662680576,['1115296630662680576'],739238718,Thwalimbiza,POS,0.9869706630706787
@flyethiopian Congratulations!,334032462,"8 April 2019, 11:48:35 PM",1115154715262763008,1115295384304115712,['1115295384304115712'],1057826060,Shehan_W,POS,0.9893878698348999
@flyethiopian Congratulations 👏 Ethiopian Airlines is our national treasure and  we are proud of it!  To all the staffs thank u for ur excellent  service 🙏,334032462,"8 April 2019, 11:03:15 PM",1115154715262763008,1115283976384421888,['1115283976384421888'],920938735952207872,SenbitSofia,POS,0.9927242398262024
@flyethiopian @africaupdates Happy for Ethiopian Airlines. Always with you guys.  You are one of the best in the world.,334032462,"8 April 2019, 9:46:09 PM",1115154715262763008,1115264574910017537,['1115264574910017537'],893429280566333440,MFINDA_243,POS,0.9927701354026794
@flyethiopian Happy birthday,334032462,"8 April 2019, 9:14:41 PM",1115154715262763008,1115256655497838592,['1115256655497838592'],2928086403,MasaisaiSaymore,POS,0.9917816519737244
"@flyethiopian Higher, further, faster!",334032462,"8 April 2019, 8:30:22 PM",1115154715262763008,1115245500331065344,['1115245500331065344'],932207267805630464,ndimande_conrad,POS,0.909916341304779
@flyethiopian Happy 73rd Anniversary!,334032462,"8 April 2019, 8:24:54 PM",1115154715262763008,1115244125153054721,['1115244125153054721'],72892941,WordFAS,POS,0.9922047257423401
@flyethiopian እንኳን ደስ አለን። Congratulation excellent Ethiopian Airlines.,334032462,"8 April 2019, 8:09:14 PM",1115154715262763008,1115240184558292995,['1115240184558292995'],872622285659688960,DaruBest,POS,0.987400472164154
@flyethiopian بتوفيق وانشاء الله للقدام 🎉🎈,334032462,"8 April 2019, 7:02:45 PM",1115154715262763008,1115223451118329858,['1115223451118329858'],1962370153,fathiaaaaa9,NEU,0.9635670781135559
@flyethiopian @MPyusufhassan All the best,334032462,"8 April 2019, 5:54:04 PM",1115154715262763008,1115206166781595649,['1115206166781595649'],3326708776,KikuviMusyok,POS,0.9808540344238281
@flyethiopian Happy 73rd Birthday and many more 🙏🍀🍀🍀✈️,334032462,"8 April 2019, 4:43:38 PM",1115154715262763008,1115188444194660353,['1115188444194660353'],877786338917064704,elizabethTafess,POS,0.9905056357383728
@flyethiopian Congrats! Proud to always fly Ethiopian whenever possible!,334032462,"8 April 2019, 4:28:31 PM",1115154715262763008,1115184637582536704,['1115184637582536704'],3373565625,dan_alemu,POS,0.9927152991294861
@flyethiopian Congratulations 🎉🎉,334032462,"8 April 2019, 4:03:49 PM",1115154715262763008,1115178422454480897,['1115178422454480897'],3021392582,Doctor4Africa,POS,0.9867342710494995
@flyethiopian @G_tharmaratnam Nope. Most certainly not the first African airline. @egyptair started flying in 1933.,334032462,"8 April 2019, 3:55:39 PM",1115154715262763008,1115176366700470272,['1115176366700470272'],21273874,eldahshan,NEU,0.7590751051902771
@flyethiopian Congratulations!! We are proud of having such a reliable airlines👍👏,334032462,"8 April 2019, 3:42:59 PM",1115154715262763008,1115173178937171969,['1115173178937171969'],1113142917663797249,BiRUK65540070,POS,0.992712676525116
@flyethiopian Happy Birthday,334032462,"8 April 2019, 3:27:57 PM",1115154715262763008,1115169395922362369,['1115169395922362369'],47402924,Isaiah0459,POS,0.9921658039093018
@flyethiopian I am with you all the way 🤟,334032462,"8 April 2019, 3:14:51 PM",1115154715262763008,1115166099115581445,['1115166099115581445'],2242259908,Ian_0ne,POS,0.9724860191345215
@flyethiopian The crew and the plane 👍 https://t.co/1Hqno1rVZC,334032462,"8 April 2019, 3:04:04 PM",1115154715262763008,1115163384557834240,['1115163384557834240'],580782327,HanaGebres,NEU,0.9709120392799377
@flyethiopian Congratulations @flyethiopian for your well-reputed services for over the years. We have a huge clientele who have their preferences set for your services while making their way to #Africa from #London. https://t.co/E9HdusEVHe,334032462,"8 April 2019, 3:02:46 PM",1115154715262763008,1115163057926307840,['1115163057926307840'],23573420,travelhouseuk,POS,0.9894969463348389
@flyethiopian Congratulations 🎉🎊🎈I feel so blessed to have had the privilege of working with such wonderful group of people and Airline.❤️,334032462,"8 April 2019, 2:54:45 PM",1115154715262763008,1115161039312650241,['1115161039312650241'],113943187,heleyem,POS,0.9925575256347656
@flyethiopian Congratulations for your 73 year anniversary! We had a pleasant journey with @flyethiopian on our way to Brussels yesterday. Thank you for taking a good care of us! https://t.co/9OeaJt9CS4,334032462,"8 April 2019, 2:46:46 PM",1115154715262763008,1115159030522052609,['1115159030522052609'],62271192,etyeheny,POS,0.9928926229476929
