author_id,text,id,edit_history_tweet_ids,created_at,in_reply_to_user_id,conversation_id,author_name,label,score
39694657,"RT @MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/sYcZmvKFmh”",448116536914370560,['448116536914370560'],2014-03-24T15:18:02.000Z,19106719,448110947937165312,emilya1128,NEU,0.7056531310081482
1044862952,@MAS i dont know what to say..so sad..takziah,448116245334736896,['448116245334736896'],2014-03-24T15:16:53.000Z,19106719,448110947937165312,terry80lee,NEG,0.9798857569694519
1026624079,@MAS may their soul rest in peace bt the blame is not to put on cpt #zaharie....possibly a hijack http://t.co/up3lo91Wnn,448115768073658368,['448115768073658368'],2014-03-24T15:14:59.000Z,19106719,448110947937165312,Chisopapodolski,NEU,0.8483493328094482
1494570259,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/9h5SEtXFjK”",448115641736642560,['448115641736642560'],2014-03-24T15:14:29.000Z,19106719,448110947937165312,soraya_aydin,NEU,0.7078609466552734
256182482,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/4lAI5DQi0S” 💔",448115634216632320,['448115634216632320'],2014-03-24T15:14:27.000Z,19106719,448110947937165312,MinionGooner,NEU,0.7061383724212646
443543618,@MAS this is so unfortunate.  My heart goes out for all those on board and their loved ones,448115151376769026,['448115151376769026'],2014-03-24T15:12:32.000Z,19106719,448110947937165312,_ManuMalhotra,NEG,0.9773989915847778
50530789,@MAS can Umake stat on #MH370 #Maldives sight 6:15am SE towd #diegogarcia 1:10 flt time arri 7:25am cell con 7:40am 8:11 last ping on tarmac,448114887429214208,['448114887429214208'],2014-03-24T15:11:29.000Z,19106719,448110947937165312,NedaAgain,NEU,0.9825897216796875
190994678,@MAS http://t.co/x0fBuARxzL,448114659124457473,['448114659124457473'],2014-03-24T15:10:34.000Z,19106719,448110947937165312,2sayornot2say,NEU,0.956987202167511
2320208791,"@MAS its a bad time for mas, must prepared in all circumstances, we malaysian must support our leaders for thier great effort",448114492249886720,['448114492249886720'],2014-03-24T15:09:55.000Z,19106719,448110947937165312,many3773,NEU,0.6296324729919434
252485401,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/O7B5yXWI7H”",448114434632732673,['448114434632732673'],2014-03-24T15:09:41.000Z,19106719,448110947937165312,MichaelOng86,NEU,0.7085528373718262
361642910,@MAS  RIP MH370,448114227643822080,['448114227643822080'],2014-03-24T15:08:52.000Z,19106719,448110947937165312,kangcs9339,NEU,0.95677649974823
2398115844,@MAS RIP (return if possible) MH370...,448114178675314688,['448114178675314688'],2014-03-24T15:08:40.000Z,19106719,448110947937165312,NoraLantukan,NEU,0.9480180740356445
590142631,@MAS @VeroPuntoCom can i have a free ticket for them?,448114168382898177,['448114168382898177'],2014-03-24T15:08:37.000Z,19106719,448110947937165312,ElBiskuit,POS,0.6963512897491455
73670513,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/QwSPEkbwe7”",448113804392415232,['448113804392415232'],2014-03-24T15:07:11.000Z,19106719,448110947937165312,PabloReinah,NEU,0.7137616872787476
80521629,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/Mx6Dz99uqw”",448113101989105664,['448113101989105664'],2014-03-24T15:04:23.000Z,19106719,448110947937165312,VinoGBastian__,NEU,0.7217443585395813
109485339,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/n7cbotvfCw”",448112552526876672,['448112552526876672'],2014-03-24T15:02:12.000Z,19106719,448110947937165312,John23VC,NEU,0.6954098343849182
2177672006,"@MAS Berdoa agar jumpa kapten,pem kapten,anak kapal dan penumpang dengan selamat tetapi hari ini menerima berita sedih.",448112528170573825,['448112528170573825'],2014-03-24T15:02:06.000Z,19106719,448110947937165312,ZairinIsmail,NEU,0.9714733362197876
537416705,@MAS ..i dont hv data dtls but it is still incloncusive..inmarsat detcted but is thre 100% proof?..debris found doesnt reflect d actual loc,448112380501696512,['448112380501696512'],2014-03-24T15:01:31.000Z,19106719,448110947937165312,manness1,NEG,0.6470356583595276
119647297,@MAS i am crying so hard you'll never know oh my god this is so heartbreaking 😭😭😭😭😭,448112152864239616,['448112152864239616'],2014-03-24T15:00:37.000Z,19106719,448110947937165312,k1m1eee,NEG,0.9834197759628296
378418378,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/OOXWGuHUw9”",448111894981652480,['448111894981652480'],2014-03-24T14:59:35.000Z,19106719,448110947937165312,Khaledmhd,NEU,0.7112892866134644
513013129,"@MAS Do MAS have any remedy or ""pampasan"" that MAS will give to the family members of those on board on MH370?",448111870898343936,['448111870898343936'],2014-03-24T14:59:30.000Z,19106719,448110947937165312,ChiaWeiSiong,NEU,0.9756598472595215
1394844276,@MAS yu,448111854875709440,['448111854875709440'],2014-03-24T14:59:26.000Z,19106719,448110947937165312,yuaysh,NEU,0.9677417278289795
2412063743,@MAS Takziah,448111769999773698,['448111769999773698'],2014-03-24T14:59:06.000Z,19106719,448110947937165312,SammyYusof,NEU,0.9721784591674805
50530789,@MAS Distraught #MH370 families told by text message to assume‘beyond doubt no one survived’ http://t.co/BNVf43wGEu  http://t.co/ieNw0K45Fu,448111718963875840,['448111718963875840'],2014-03-24T14:58:53.000Z,19106719,448110947937165312,NedaAgain,NEG,0.6435292363166809
16929003,"RT @MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/Ufu74RzAPQ",448111710256525312,['448111710256525312'],2014-03-24T14:58:51.000Z,19106719,448110947937165312,Matymen,NEU,0.7332934737205505
2200480554,@MAS condolence to all families member that affected,448111531863977984,['448111531863977984'],2014-03-24T14:58:09.000Z,19106719,448110947937165312,michaelkk59,POS,0.5027629137039185
16334480,"RT @MAS: We humbly offer our sincere thoughts, prayers and condolences to everyone affected by #MH370 tragedy http://t.co/mOVm3fsoh0",448111427547451392,['448111427547451392'],2014-03-24T14:57:44.000Z,19106719,448110947937165312,MickiMaynard,NEU,0.7421119809150696
2331127243,@MAS alfatihah for muslim passanger. ..,448111330759700480,['448111330759700480'],2014-03-24T14:57:21.000Z,19106719,448110947937165312,4545Olol,NEU,0.9310693740844727
1822814209,@MAS Salam Takziah,448111159099400192,['448111159099400192'],2014-03-24T14:56:40.000Z,19106719,448110947937165312,LynasLina,NEU,0.9772982001304626
1855328768,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/8rGnbRDHb1” @nbc6",448111114547900416,['448111114547900416'],2014-03-24T14:56:29.000Z,19106719,448110947937165312,jamieNBC6,NEU,0.7163330316543579
1822814209,@MAS al fatihah,448111087368421376,['448111087368421376'],2014-03-24T14:56:23.000Z,19106719,448110947937165312,LynasLina,NEU,0.9746994972229004
830877866,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/5e2OwE7lQf”",448111050882174976,['448111050882174976'],2014-03-24T14:56:14.000Z,19106719,448110947937165312,emmanuelbadong,NEU,0.7229416966438293
87868847,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/MRWEHzs37U”",448111009086337024,['448111009086337024'],2014-03-24T14:56:04.000Z,19106719,448110947937165312,X556,NEU,0.7221328616142273
