created_at,id,in_reply_to_user_id,text,edit_history_tweet_ids,conversation_id,author_id,author_name,label,score
2014-03-24T15:14:29.000Z,448115641736642560,19106719,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/9h5SEtXFjK”",['448115641736642560'],448110947937165312,1494570259,soraya_aydin,NEU,0.7078609466552734
2014-03-24T15:14:27.000Z,448115634216632320,19106719,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/4lAI5DQi0S” 💔",['448115634216632320'],448110947937165312,256182482,MinionGooner,NEU,0.7061383724212646
2014-03-24T15:12:32.000Z,448115151376769026,19106719,@MAS this is so unfortunate.  My heart goes out for all those on board and their loved ones,['448115151376769026'],448110947937165312,443543618,_ManuMalhotra,NEG,0.9773989915847778
2014-03-24T15:11:29.000Z,448114887429214208,19106719,@MAS can Umake stat on #MH370 #Maldives sight 6:15am SE towd #diegogarcia 1:10 flt time arri 7:25am cell con 7:40am 8:11 last ping on tarmac,['448114887429214208'],448110947937165312,50530789,NedaAgain,NEU,0.9825897216796875
2014-03-24T15:10:34.000Z,448114659124457473,19106719,@MAS http://t.co/x0fBuARxzL,['448114659124457473'],448110947937165312,190994678,2sayornot2say,NEU,0.956987202167511
2014-03-24T15:09:55.000Z,448114492249886720,19106719,"@MAS its a bad time for mas, must prepared in all circumstances, we malaysian must support our leaders for thier great effort",['448114492249886720'],448110947937165312,2320208791,many3773,NEU,0.6296324729919434
2014-03-24T15:09:41.000Z,448114434632732673,19106719,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/O7B5yXWI7H”",['448114434632732673'],448110947937165312,252485401,MichaelOng86,NEU,0.7085528373718262
2014-03-24T15:08:52.000Z,448114227643822080,19106719,@MAS  RIP MH370,['448114227643822080'],448110947937165312,361642910,kangcs9339,NEU,0.95677649974823
2014-03-24T15:08:40.000Z,448114178675314688,19106719,@MAS RIP (return if possible) MH370...,['448114178675314688'],448110947937165312,2398115844,NoraLantukan,NEU,0.9480180740356445
2014-03-24T15:08:37.000Z,448114168382898177,19106719,@MAS @VeroPuntoCom can i have a free ticket for them?,['448114168382898177'],448110947937165312,590142631,ElBiskuit,POS,0.6963512897491455
2014-03-24T15:07:11.000Z,448113804392415232,19106719,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/QwSPEkbwe7”",['448113804392415232'],448110947937165312,73670513,PabloReinah,NEU,0.7137616872787476
2014-03-24T15:04:23.000Z,448113101989105664,19106719,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/Mx6Dz99uqw”",['448113101989105664'],448110947937165312,80521629,VinoGBastian__,NEU,0.7217443585395813
2014-03-24T15:02:12.000Z,448112552526876672,19106719,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/n7cbotvfCw”",['448112552526876672'],448110947937165312,109485339,John23VC,NEU,0.6954098343849182
2014-03-24T15:02:06.000Z,448112528170573825,19106719,"@MAS Berdoa agar jumpa kapten,pem kapten,anak kapal dan penumpang dengan selamat tetapi hari ini menerima berita sedih.",['448112528170573825'],448110947937165312,2177672006,ZairinIsmail,NEU,0.9714733362197876
2014-03-24T15:01:31.000Z,448112380501696512,19106719,@MAS ..i dont hv data dtls but it is still incloncusive..inmarsat detcted but is thre 100% proof?..debris found doesnt reflect d actual loc,['448112380501696512'],448110947937165312,537416705,manness1,NEG,0.6470356583595276
2014-03-24T15:00:37.000Z,448112152864239616,19106719,@MAS i am crying so hard you'll never know oh my god this is so heartbreaking 😭😭😭😭😭,['448112152864239616'],448110947937165312,119647297,k1m1eee,NEG,0.9834197759628296
2014-03-24T14:59:35.000Z,448111894981652480,19106719,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/OOXWGuHUw9”",['448111894981652480'],448110947937165312,378418378,Khaledmhd,NEU,0.7112892866134644
2014-03-24T14:59:30.000Z,448111870898343936,19106719,"@MAS Do MAS have any remedy or ""pampasan"" that MAS will give to the family members of those on board on MH370?",['448111870898343936'],448110947937165312,513013129,ChiaWeiSiong,NEU,0.9756598472595215
2014-03-24T14:59:26.000Z,448111854875709440,19106719,@MAS yu,['448111854875709440'],448110947937165312,1394844276,yuaysh,NEU,0.9677417278289795
2014-03-24T14:59:06.000Z,448111769999773698,19106719,@MAS Takziah,['448111769999773698'],448110947937165312,2412063743,SammyYusof,NEU,0.9721784591674805
2014-03-24T14:58:53.000Z,448111718963875840,19106719,@MAS Distraught #MH370 families told by text message to assume‘beyond doubt no one survived’ http://t.co/BNVf43wGEu  http://t.co/ieNw0K45Fu,['448111718963875840'],448110947937165312,50530789,NedaAgain,NEG,0.6435292363166809
2014-03-24T14:58:51.000Z,448111710256525312,19106719,"RT @MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/Ufu74RzAPQ",['448111710256525312'],448110947937165312,16929003,Matymen,NEU,0.7332934737205505
2014-03-24T14:58:09.000Z,448111531863977984,19106719,@MAS condolence to all families member that affected,['448111531863977984'],448110947937165312,2200480554,michaelkk59,POS,0.5027629137039185
2014-03-24T14:57:44.000Z,448111427547451392,19106719,"RT @MAS: We humbly offer our sincere thoughts, prayers and condolences to everyone affected by #MH370 tragedy http://t.co/mOVm3fsoh0",['448111427547451392'],448110947937165312,16334480,MickiMaynard,NEU,0.7421119809150696
2014-03-24T14:57:21.000Z,448111330759700480,19106719,@MAS alfatihah for muslim passanger. ..,['448111330759700480'],448110947937165312,2331127243,4545Olol,NEU,0.9310693740844727
2014-03-24T14:56:40.000Z,448111159099400192,19106719,@MAS Salam Takziah,['448111159099400192'],448110947937165312,1822814209,LynasLina,NEU,0.9772982001304626
2014-03-24T14:56:29.000Z,448111114547900416,19106719,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/8rGnbRDHb1” @nbc6",['448111114547900416'],448110947937165312,1855328768,jamieNBC6,NEU,0.7163330316543579
2014-03-24T14:56:23.000Z,448111087368421376,19106719,@MAS al fatihah,['448111087368421376'],448110947937165312,1822814209,LynasLina,NEU,0.9746994972229004
2014-03-24T14:56:14.000Z,448111050882174976,19106719,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/5e2OwE7lQf”",['448111050882174976'],448110947937165312,830877866,emmanuelbadong,NEU,0.7229416966438293
2014-03-24T14:56:04.000Z,448111009086337024,19106719,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/MRWEHzs37U”",['448111009086337024'],448110947937165312,87868847,X556,NEU,0.7221328616142273
