in_reply_to_user_id,conversation_id,edit_history_tweet_ids,id,created_at,author_id,text,author_name,label,score
19106719,448110947937165312,['448129572358205440'],448129572358205440,2014-03-24T16:09:50.000Z,404629720,@MAS you were doing fairly well on crisis communications until this. A text to tell them their family member is dead? #epicfail,PenLK,NEG,0.9721936583518982
19106719,448110947937165312,['448129461150425088'],448129461150425088,2014-03-24T16:09:24.000Z,295530843,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/aonJUt8iXJ”",kemanggisan_,NEU,0.7128537893295288
19106719,448110947937165312,['448128403439648768'],448128403439648768,2014-03-24T16:05:11.000Z,96195070,@MAS,anichemartin,NEU,0.9518000483512878
19106719,448110947937165312,['448128120164347905'],448128120164347905,2014-03-24T16:04:04.000Z,60064730,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/qanJ4wT02Y”",keithlens,NEU,0.7190222144126892
19106719,448110947937165312,['448127640852246528'],448127640852246528,2014-03-24T16:02:10.000Z,2372198839,"@MAS 
malaysia-pm-tells-families-of-missing-jet-passenger-plane-is-lost-3-24-14
http://t.co/iOlINqokLq",obama74115205,NEG,0.8782665133476257
19106719,448110947937165312,['448127617128865794'],448127617128865794,2014-03-24T16:02:04.000Z,365964426,@MAS u done a good job..be strong!,Niza_Harniza,POS,0.9900047183036804
19106719,448110947937165312,['448127230539866112'],448127230539866112,2014-03-24T16:00:32.000Z,162919006,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/ilqmgPbmPD”",dwdd_1134kHz,NEU,0.7265279293060303
19106719,448110947937165312,['448127160306245632'],448127160306245632,2014-03-24T16:00:15.000Z,2399090041,@MAS,int06656811,NEU,0.9518000483512878
19106719,448110947937165312,['448127078370529280'],448127078370529280,2014-03-24T15:59:55.000Z,2390203566,"Rip :( “@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/onFEamuQAQ”",BernicePaulJR,NEG,0.6751229166984558
19106719,448110947937165312,['448126406606594048'],448126406606594048,2014-03-24T15:57:15.000Z,22305722,"""@MAS We humbly offer our sincere thoughts, prayers and condolences to everyone affected by #MH370 tragedy - http://t.co/wHdMsmG1CR",Niall_Ward,NEU,0.7296026349067688
19106719,448110947937165312,['448124459472683008'],448124459472683008,2014-03-24T15:49:31.000Z,1469328974,"@MAS Does your company have an ounce of intelligence, seriously. http://t.co/RWYvreTcFM",Fewnblyg,NEG,0.568438708782196
19106719,448110947937165312,['448123415593885697'],448123415593885697,2014-03-24T15:45:22.000Z,138984877,@MAS but the evidence that the plane crasheddd?..i hpee u can answer me....,farahkhan95,NEU,0.9538114666938782
19106719,448110947937165312,['448122626158776321'],448122626158776321,2014-03-24T15:42:14.000Z,2409179082,@MAS RIP to all ppl in MH370,Jukung888,NEU,0.9032012224197388
19106719,448110947937165312,['448121781149122561'],448121781149122561,2014-03-24T15:38:52.000Z,21527733,@MAS Me too but I still smell a rat. What was it doing that far off course? What do we actually KNOW about the debris?,thewr0ngchild,NEG,0.9163844585418701
19106719,448110947937165312,['448121254361706496'],448121254361706496,2014-03-24T15:36:47.000Z,1103224687,@MAS We need a reasonable exlains,UNDFTDLava,NEU,0.9664691090583801
19106719,448110947937165312,['448121160077557760'],448121160077557760,2014-03-24T15:36:24.000Z,805962906,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/ZQDxbIZieH”",nikkidelc,NEU,0.7050527334213257
19106719,448110947937165312,['448120865071173632'],448120865071173632,2014-03-24T15:35:14.000Z,535126567,@MAS there is still no physical proof. You've called it too early mas.,JoadieH,NEG,0.831777036190033
19106719,448110947937165312,['448118987713282049'],448118987713282049,2014-03-24T15:27:46.000Z,221752595,@MAS deepest condolences to affected families n crews of #MH370 .,vinaysalini,NEU,0.6313745975494385
19106719,448110947937165312,['448118436967632896'],448118436967632896,2014-03-24T15:25:35.000Z,240265143,@MAS please have MH370 memorial corner,normaejmle,NEU,0.9685035347938538
19106719,448110947937165312,['448118352330776577'],448118352330776577,2014-03-24T15:25:15.000Z,1456275666,@MAS takziah buat keluarga semua krew dan penumpang #MH370 . Alfatihah. Berita yg sungguh sedih buat kami 😥,jue_exora,NEU,0.8656272888183594
19106719,448110947937165312,['448116805513383936'],448116805513383936,2014-03-24T15:19:06.000Z,1614607454,@MAS 呵呵 去你大爷的,HitoHu,NEU,0.9490235447883606
19106719,448110947937165312,['448116536914370560'],448116536914370560,2014-03-24T15:18:02.000Z,39694657,"RT @MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/sYcZmvKFmh”",emilya1128,NEU,0.7056531310081482
19106719,448110947937165312,['448116245334736896'],448116245334736896,2014-03-24T15:16:53.000Z,1044862952,@MAS i dont know what to say..so sad..takziah,terry80lee,NEG,0.9798857569694519
19106719,448110947937165312,['448115768073658368'],448115768073658368,2014-03-24T15:14:59.000Z,1026624079,@MAS may their soul rest in peace bt the blame is not to put on cpt #zaharie....possibly a hijack http://t.co/up3lo91Wnn,Chisopapodolski,NEU,0.8483493328094482
19106719,448110947937165312,['448115641736642560'],448115641736642560,2014-03-24T15:14:29.000Z,1494570259,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/9h5SEtXFjK”",soraya_aydin,NEU,0.7078609466552734
19106719,448110947937165312,['448115634216632320'],448115634216632320,2014-03-24T15:14:27.000Z,256182482,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/4lAI5DQi0S” 💔",MinionGooner,NEU,0.7061383724212646
19106719,448110947937165312,['448115151376769026'],448115151376769026,2014-03-24T15:12:32.000Z,443543618,@MAS this is so unfortunate.  My heart goes out for all those on board and their loved ones,_ManuMalhotra,NEG,0.9773989915847778
19106719,448110947937165312,['448114887429214208'],448114887429214208,2014-03-24T15:11:29.000Z,50530789,@MAS can Umake stat on #MH370 #Maldives sight 6:15am SE towd #diegogarcia 1:10 flt time arri 7:25am cell con 7:40am 8:11 last ping on tarmac,NedaAgain,NEU,0.9825897216796875
19106719,448110947937165312,['448114659124457473'],448114659124457473,2014-03-24T15:10:34.000Z,190994678,@MAS http://t.co/x0fBuARxzL,2sayornot2say,NEU,0.956987202167511
19106719,448110947937165312,['448114492249886720'],448114492249886720,2014-03-24T15:09:55.000Z,2320208791,"@MAS its a bad time for mas, must prepared in all circumstances, we malaysian must support our leaders for thier great effort",many3773,NEU,0.6296324729919434
19106719,448110947937165312,['448114434632732673'],448114434632732673,2014-03-24T15:09:41.000Z,252485401,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/O7B5yXWI7H”",MichaelOng86,NEU,0.7085528373718262
19106719,448110947937165312,['448114227643822080'],448114227643822080,2014-03-24T15:08:52.000Z,361642910,@MAS  RIP MH370,kangcs9339,NEU,0.95677649974823
19106719,448110947937165312,['448114178675314688'],448114178675314688,2014-03-24T15:08:40.000Z,2398115844,@MAS RIP (return if possible) MH370...,NoraLantukan,NEU,0.9480180740356445
19106719,448110947937165312,['448114168382898177'],448114168382898177,2014-03-24T15:08:37.000Z,590142631,@MAS @VeroPuntoCom can i have a free ticket for them?,ElBiskuit,POS,0.6963512897491455
19106719,448110947937165312,['448113804392415232'],448113804392415232,2014-03-24T15:07:11.000Z,73670513,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/QwSPEkbwe7”",PabloReinah,NEU,0.7137616872787476
19106719,448110947937165312,['448113101989105664'],448113101989105664,2014-03-24T15:04:23.000Z,80521629,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/Mx6Dz99uqw”",VinoGBastian__,NEU,0.7217443585395813
19106719,448110947937165312,['448112552526876672'],448112552526876672,2014-03-24T15:02:12.000Z,109485339,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/n7cbotvfCw”",John23VC,NEU,0.6954098343849182
19106719,448110947937165312,['448112528170573825'],448112528170573825,2014-03-24T15:02:06.000Z,2177672006,"@MAS Berdoa agar jumpa kapten,pem kapten,anak kapal dan penumpang dengan selamat tetapi hari ini menerima berita sedih.",ZairinIsmail,NEU,0.9714733362197876
19106719,448110947937165312,['448112380501696512'],448112380501696512,2014-03-24T15:01:31.000Z,537416705,@MAS ..i dont hv data dtls but it is still incloncusive..inmarsat detcted but is thre 100% proof?..debris found doesnt reflect d actual loc,manness1,NEG,0.6470356583595276
19106719,448110947937165312,['448112152864239616'],448112152864239616,2014-03-24T15:00:37.000Z,119647297,@MAS i am crying so hard you'll never know oh my god this is so heartbreaking 😭😭😭😭😭,k1m1eee,NEG,0.9834197759628296
19106719,448110947937165312,['448111894981652480'],448111894981652480,2014-03-24T14:59:35.000Z,378418378,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/OOXWGuHUw9”",Khaledmhd,NEU,0.7112892866134644
19106719,448110947937165312,['448111870898343936'],448111870898343936,2014-03-24T14:59:30.000Z,513013129,"@MAS Do MAS have any remedy or ""pampasan"" that MAS will give to the family members of those on board on MH370?",ChiaWeiSiong,NEU,0.9756598472595215
19106719,448110947937165312,['448111854875709440'],448111854875709440,2014-03-24T14:59:26.000Z,1394844276,@MAS yu,yuaysh,NEU,0.9677417278289795
19106719,448110947937165312,['448111769999773698'],448111769999773698,2014-03-24T14:59:06.000Z,2412063743,@MAS Takziah,SammyYusof,NEU,0.9721784591674805
19106719,448110947937165312,['448111718963875840'],448111718963875840,2014-03-24T14:58:53.000Z,50530789,@MAS Distraught #MH370 families told by text message to assume‘beyond doubt no one survived’ http://t.co/BNVf43wGEu  http://t.co/ieNw0K45Fu,NedaAgain,NEG,0.6435292363166809
19106719,448110947937165312,['448111710256525312'],448111710256525312,2014-03-24T14:58:51.000Z,16929003,"RT @MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/Ufu74RzAPQ",Matymen,NEU,0.7332934737205505
19106719,448110947937165312,['448111531863977984'],448111531863977984,2014-03-24T14:58:09.000Z,2200480554,@MAS condolence to all families member that affected,michaelkk59,POS,0.5027629137039185
19106719,448110947937165312,['448111427547451392'],448111427547451392,2014-03-24T14:57:44.000Z,16334480,"RT @MAS: We humbly offer our sincere thoughts, prayers and condolences to everyone affected by #MH370 tragedy http://t.co/mOVm3fsoh0",MickiMaynard,NEU,0.7421119809150696
19106719,448110947937165312,['448111330759700480'],448111330759700480,2014-03-24T14:57:21.000Z,2331127243,@MAS alfatihah for muslim passanger. ..,4545Olol,NEU,0.9310693740844727
19106719,448110947937165312,['448111159099400192'],448111159099400192,2014-03-24T14:56:40.000Z,1822814209,@MAS Salam Takziah,LynasLina,NEU,0.9772982001304626
19106719,448110947937165312,['448111114547900416'],448111114547900416,2014-03-24T14:56:29.000Z,1855328768,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/8rGnbRDHb1” @nbc6",jamieNBC6,NEU,0.7163330316543579
19106719,448110947937165312,['448111087368421376'],448111087368421376,2014-03-24T14:56:23.000Z,1822814209,@MAS al fatihah,LynasLina,NEU,0.9746994972229004
19106719,448110947937165312,['448111050882174976'],448111050882174976,2014-03-24T14:56:14.000Z,830877866,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/5e2OwE7lQf”",emmanuelbadong,NEU,0.7229416966438293
19106719,448110947937165312,['448111009086337024'],448111009086337024,2014-03-24T14:56:04.000Z,87868847,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/MRWEHzs37U”",X556,NEU,0.7221328616142273
